q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;s[0, 3];s[0, 4];s[0, 5];s[1, 3];s[1, 4];s[1, 5];s[2, 3];s[2, 4];s[2, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8
48;6;16;37;45;20;71;74;63;32;45;20;42;54;31;20;31;32;42;45;54;63;71;74
23;45;32;16;14;40;21;27;59;43;49;72;43;31;67;21;27;31;43;43;49;59;67;72
35;20;49;39;27;16;74;50;47;54;41;35;70;68;62;35;41;47;50;54;62;68;70;74
45;43;3;28;18;2;67;59;37;65;47;37;19;4;-11;-11;4;19;37;37;47;59;65;67
6;26;1;32;11;15;20;6;17;54;22;30;24;-8;7;-8;6;7;17;20;22;24;30;54
37;34;35;25;1;49;49;26;67;54;28;66;60;36;68;26;28;36;49;54;60;66;67;68
43;41;7;16;2;28;43;26;51;42;29;56;9;0;34;0;9;26;29;34;42;43;51;56
26;37;20;36;34;30;43;50;54;70;56;54;56;50;47;43;47;50;50;54;54;56;56;70
26;5;32;10;28;43;27;38;49;2;27;44;27;49;63;2;27;27;27;38;44;49;49;63
31;42;10;47;44;9;76;68;32;84;83;48;54;41;-1;-1;32;41;48;54;68;76;83;84
29;35;21;4;16;40;16;38;52;22;40;63;16;20;43;16;16;20;22;38;40;43;52;63
11;19;11;20;30;39;21;23;37;28;30;49;15;34;39;15;21;23;28;30;34;37;39;49
40;33;29;5;33;42;28;73;70;34;56;66;16;45;51;16;28;34;45;51;56;66;70;73
25;30;12;11;8;17;31;23;30;26;24;31;16;9;24;9;16;23;24;24;26;30;31;31
0;42;29;40;7;42;21;-6;35;74;32;73;55;17;68;-6;17;21;32;35;55;68;73;74
12;38;22;29;2;19;27;-1;21;67;39;56;34;12;35;-1;12;21;27;34;35;39;56;67
40;45;22;10;30;45;45;55;84;45;64;82;19;52;56;19;45;45;52;55;56;64;82;84
21;31;39;19;10;30;37;16;44;44;32;48;57;41;57;16;32;37;41;44;44;48;57;57
32;21;10;31;38;44;63;59;57;48;47;62;39;34;40;34;39;40;47;48;57;59;62;63
11;16;30;2;38;9;-2;46;12;11;44;5;28;61;23;-2;5;11;12;23;28;44;46;61
12;25;48;45;21;18;48;30;24;54;41;36;81;51;62;24;30;36;41;48;51;54;62;81
3;23;20;0;17;22;-11;14;24;17;27;34;10;31;39;-11;10;14;17;24;27;31;34;39
23;9;31;37;47;36;58;58;59;45;50;39;58;74;62;39;45;50;58;58;58;59;62;74
7;39;14;44;33;43;39;31;34;70;68;64;57;33;55;31;33;34;39;55;57;64;68;70
6;40;10;48;23;31;39;9;30;86;61;60;50;30;36;9;30;30;36;39;50;60;61;86
22;32;43;41;34;22;46;43;42;60;59;41;83;59;63;41;42;43;46;59;59;60;63;83
39;45;33;24;41;24;53;62;57;66;72;51;38;55;44;38;44;51;53;55;57;62;66;72
37;21;40;42;29;9;77;59;40;59;45;16;74;65;43;16;40;43;45;59;59;65;74;77
41;11;23;42;46;3;71;81;38;39;38;10;52;65;7;7;10;38;38;39;52;65;71;81
32;33;3;24;19;27;38;33;59;48;42;53;21;15;11;11;15;21;33;38;42;48;53;59
39;42;48;33;43;41;64;80;68;61;73;66;79;75;85;61;64;66;68;73;75;79;80;85
35;2;32;47;23;21;66;51;36;44;15;4;64;43;49;4;15;36;43;44;49;51;64;66
19;13;31;3;2;46;6;14;47;15;-1;58;20;20;59;-1;6;14;15;20;20;47;58;59
10;12;49;17;37;4;16;40;13;18;44;15;54;68;49;13;15;16;18;40;44;49;54;68
31;37;29;30;38;26;59;65;53;53;69;53;51;54;51;51;51;53;53;53;54;59;65;69
14;18;7;38;33;31;42;31;34;48;40;42;30;34;37;30;31;34;34;37;40;42;42;48
48;5;31;23;6;26;60;36;63;26;10;22;40;33;37;10;22;26;33;36;37;40;60;63
37;47;8;13;46;28;45;69;64;47;76;72;16;41;26;16;26;41;45;47;64;69;72;76
4;39;24;13;3;33;5;7;29;34;41;57;30;7;41;5;7;7;29;30;34;41;41;57
19;44;43;36;18;26;49;22;35;75;49;61;73;51;60;22;35;49;49;51;60;61;73;75
41;26;44;34;44;28;56;71;58;44;58;42;74;84;53;42;44;53;56;58;58;71;74;84
40;33;4;29;17;34;51;54;70;50;34;50;31;10;32;10;31;32;34;50;50;51;54;70
2;15;14;46;6;8;39;8;-9;49;5;5;43;9;18;-9;5;5;8;9;18;39;43;49
7;21;5;28;5;20;16;-7;9;48;7;22;21;-1;15;-7;-1;7;9;15;16;21;22;48
10;26;26;33;27;43;33;26;33;40;39;56;42;37;56;26;33;33;37;39;40;42;56;56
31;41;33;21;30;42;36;58;61;52;56;69;50;44;70;36;44;50;52;56;58;61;69;70
36;23;32;16;12;23;50;29;45;27;15;44;29;33;47;15;27;29;29;33;44;45;47;50
34;44;7;20;43;37;53;68;62;46;73;81;18;38;24;18;24;38;46;53;62;68;73;81
3;17;4;31;12;6;29;7;-10;35;27;20;24;15;0;-10;0;7;15;20;24;27;29;35
14;6;13;36;18;4;43;13;8;36;4;-7;48;29;5;-7;4;5;8;13;29;36;43;48
29;25;40;14;26;24;30;47;42;24;39;36;37;63;53;24;30;36;37;39;42;47;53;63
42;1;3;44;8;10;76;40;51;43;-6;4;36;3;-7;-7;-6;3;4;36;40;43;51;76
42;33;24;12;1;3;35;28;26;29;19;20;22;8;21;8;19;20;21;22;26;28;29;35
8;40;49;30;2;28;28;-3;19;50;29;52;64;44;73;-3;19;28;29;44;50;52;64;73
8;40;3;49;16;46;38;23;49;75;38;79;40;17;37;17;23;37;38;38;40;49;75;79
32;16;41;2;1;33;30;18;48;10;15;49;26;29;60;10;15;18;26;29;30;48;49;60
35;2;23;24;29;28;51;54;59;20;25;25;37;33;33;20;25;25;33;33;37;51;54;59
16;22;6;3;32;43;8;47;54;17;38;59;5;25;35;5;8;17;25;35;38;47;54;59
11;2;9;4;2;11;-3;-5;11;-2;-10;-3;13;-6;9;-10;-6;-5;-3;-3;-2;9;11;13
43;9;19;27;1;14;70;42;45;16;-1;9;43;8;30;-1;8;9;16;30;42;43;45;70
9;45;14;15;5;29;15;-1;34;51;47;63;25;1;37;-1;1;15;25;34;37;47;51;63
0;32;44;47;13;1;35;10;-16;69;31;18;91;57;26;-16;10;18;26;31;35;57;69;91
41;21;6;14;3;28;36;29;57;25;17;31;10;-1;33;-1;10;17;25;29;31;33;36;57
43;8;11;24;5;21;58;36;62;30;-2;16;33;-1;22;-2;-1;16;22;30;33;36;58;62
22;28;1;31;19;7;48;33;10;44;45;35;22;17;0;0;10;17;22;33;35;44;45;48
28;22;12;45;27;27;56;41;40;59;44;41;49;25;37;25;37;40;41;41;44;49;56;59
4;49;46;17;15;34;14;6;25;62;46;79;59;58;78;6;14;25;46;58;59;62;78;79
39;45;40;19;36;0;57;75;21;44;80;44;47;60;32;21;32;44;44;47;57;60;75;80
32;8;40;13;27;46;44;44;68;19;17;47;47;54;66;17;19;44;44;47;47;54;66;68
16;36;41;1;0;48;12;16;63;31;21;67;42;36;85;12;16;21;31;36;42;63;67;85
13;23;29;21;21;49;29;24;61;43;26;62;37;39;67;24;26;29;37;39;43;61;62;67
22;37;3;39;13;28;50;18;39;72;47;50;34;9;15;9;15;18;34;39;47;50;50;72
30;39;12;7;30;34;17;41;53;39;69;61;12;26;31;12;17;26;31;39;41;53;61;69
34;34;37;16;5;31;33;28;64;31;33;60;41;34;56;28;31;33;33;34;41;56;60;64
4;37;4;46;7;31;43;-8;30;71;30;67;37;-4;29;-8;-4;29;30;30;37;43;67;71
5;14;30;29;10;45;18;0;45;24;10;55;45;27;64;0;10;18;24;27;45;45;55;64
6;28;46;42;27;39;31;28;31;61;53;49;73;67;76;28;31;31;49;53;61;67;73;76
11;14;41;11;26;47;10;35;47;14;21;60;47;53;71;10;14;21;35;47;47;53;60;71
47;1;20;18;0;34;62;39;63;1;-14;21;18;11;52;-14;1;11;18;21;39;52;62;63
32;22;13;27;21;22;49;36;54;48;33;30;28;17;17;17;17;28;30;33;36;48;49;54
17;35;17;5;17;48;8;16;53;23;50;68;19;27;62;8;16;19;23;27;50;53;62;68
30;6;1;43;43;10;69;64;40;37;31;2;31;42;9;2;9;31;31;37;40;42;64;69
45;31;31;49;38;28;76;65;70;66;58;51;63;54;53;51;53;54;58;63;65;66;70;76
13;6;10;22;16;5;22;11;4;9;22;11;31;20;7;4;7;9;11;11;20;22;22;31
47;41;27;39;20;16;76;55;54;76;42;40;64;42;36;36;40;42;42;54;55;64;76;76
48;4;49;35;27;49;83;63;84;34;28;40;64;64;80;28;34;40;63;64;64;80;83;84
30;13;28;49;48;37;61;63;62;46;58;46;64;66;65;46;46;58;61;62;63;64;65;66
43;5;43;4;25;33;45;59;74;9;18;24;35;57;68;9;18;24;35;45;57;59;68;74
25;4;43;24;25;23;40;42;43;12;29;11;59;59;46;11;12;29;40;42;43;46;59;59
0;40;32;18;2;25;12;-6;18;50;41;48;39;17;37;-6;12;17;18;37;39;41;48;50
30;44;11;25;46;2;41;75;27;59;75;32;29;44;6;6;27;29;32;41;44;59;75;75
17;3;0;26;0;21;26;3;38;26;-15;13;12;-20;20;-20;-15;3;12;13;20;26;26;38
0;30;9;22;2;30;22;-9;29;45;23;57;23;3;26;-9;3;22;23;23;26;29;45;57
30;38;31;45;27;17;74;42;36;80;60;52;59;43;35;35;36;42;43;52;59;60;74;80
26;22;38;29;31;13;46;54;38;37;34;32;67;67;42;32;34;37;38;42;46;54;67;67
41;46;47;43;3;10;65;27;50;74;33;53;75;47;37;27;33;37;47;50;53;65;74;75
36;35;36;1;33;24;30;56;42;34;63;43;17;65;57;17;30;34;42;43;56;57;63;65
48;41;41;33;11;39;75;52;81;57;39;74;64;43;69;39;43;52;57;64;69;74;75;81
48;34;2;2;4;17;30;38;49;23;24;37;-11;-11;16;-11;-11;16;23;24;30;37;38;49
19;13;41;35;29;9;50;43;19;39;28;17;60;58;43;17;19;28;39;43;43;50;58;60
15;31;28;20;8;40;22;8;54;36;39;68;47;20;54;8;20;22;36;39;47;54;54;68
40;12;21;2;18;37;35;56;75;9;26;42;16;35;41;9;16;26;35;35;41;42;56;75
6;22;40;13;30;37;-1;19;42;20;40;40;36;55;57;-1;19;20;36;40;40;42;55;57
15;36;48;12;5;20;14;2;18;33;38;43;51;37;55;2;14;18;33;37;38;43;51;55
25;35;22;20;31;38;39;43;49;51;47;60;38;45;48;38;39;43;45;47;48;49;51;60
6;47;47;25;30;30;14;36;23;63;59;70;57;59;71;14;23;36;57;59;59;63;70;71
35;20;37;21;28;32;36;54;56;35;38;40;43;49;63;35;36;38;40;43;49;54;56;63
1;20;10;29;48;15;26;42;4;33;54;24;34;46;24;4;24;24;26;33;34;42;46;54
29;4;41;30;8;9;43;27;31;30;-6;6;51;29;47;-6;6;27;29;30;31;43;47;51
26;19;9;9;18;30;27;41;51;28;22;34;9;22;31;9;22;22;27;28;31;34;41;51
34;5;49;2;4;23;16;26;57;-4;-5;19;34;33;65;-5;-4;16;19;26;33;34;57;65
12;11;14;30;9;30;41;9;33;34;14;23;36;12;28;9;12;14;23;28;33;34;36;41
28;45;27;32;24;49;50;32;67;72;67;76;45;46;59;32;45;46;50;59;67;67;72;76
1;30;15;48;48;28;31;49;25;74;61;58;47;59;23;23;25;31;47;49;58;59;61;74
46;28;13;30;29;1;60;55;29;51;57;21;37;38;-1;-1;21;29;37;38;51;55;57;60
26;43;40;36;20;44;59;28;70;72;62;67;62;60;71;28;59;60;62;62;67;70;71;72
25;4;3;7;44;16;32;64;30;-5;39;15;-10;43;15;-10;-5;15;15;30;32;39;43;64
32;10;44;29;20;20;54;39;39;31;10;19;59;52;59;10;19;31;39;39;52;54;59;59
39;32;0;39;23;13;76;56;46;55;44;39;20;10;9;9;10;20;39;44;46;55;56;76
30;38;3;34;38;15;62;50;44;66;76;46;23;33;6;6;23;33;44;46;50;62;66;76
43;0;34;7;7;21;36;38;50;-10;-2;1;29;34;43;-10;-2;1;29;34;36;38;43;50
20;36;18;31;48;18;39;48;35;54;71;37;39;54;32;32;35;37;39;39;48;54;54;71
32;17;20;21;16;38;49;35;67;23;32;49;33;16;50;16;23;32;33;35;49;49;50;67
40;35;35;35;44;5;68;64;33;50;64;20;60;63;25;20;25;33;50;60;63;64;64;68
30;20;13;18;41;16;44;60;29;35;49;36;30;36;21;21;29;30;35;36;36;44;49;60
14;23;34;36;7;3;39;2;-3;49;15;14;58;27;36;-3;2;14;15;27;36;39;49;58
0;45;0;1;2;19;-13;-16;19;26;28;47;-7;0;1;-16;-13;-7;0;1;19;26;28;47
30;42;7;17;32;25;36;57;38;50;65;61;20;38;18;18;20;36;38;38;50;57;61;65
32;44;37;28;27;18;57;41;48;62;64;55;53;44;39;39;41;44;48;53;55;57;62;64
4;32;48;13;38;38;0;41;36;39;55;64;46;86;83;0;36;39;41;46;55;64;83;86
30;37;12;17;15;8;42;29;31;35;48;30;10;24;19;10;19;24;29;30;31;35;42;48
49;21;41;32;5;38;69;47;67;53;22;46;58;36;79;22;36;46;47;53;58;67;69;79
31;10;32;38;11;12;50;39;25;37;5;18;66;35;41;5;18;25;35;37;39;41;50;66
41;32;26;6;21;42;45;55;83;20;41;74;17;36;66;17;20;36;41;45;55;66;74;83
3;26;48;19;47;34;12;33;17;42;57;46;51;75;65;12;17;33;42;46;51;57;65;75
12;32;5;12;29;21;19;29;29;26;45;36;6;19;6;6;6;19;19;26;29;29;36;45
6;13;15;44;15;24;38;3;24;43;12;27;48;26;24;3;12;24;24;26;27;38;43;48
25;12;45;19;33;44;28;44;56;18;26;56;52;71;72;18;26;28;44;52;56;56;71;72
40;11;15;24;21;2;51;41;36;19;18;5;28;34;-3;-3;5;18;19;28;34;36;41;51
26;28;40;46;49;15;72;75;37;68;61;40;83;85;46;37;40;46;61;68;72;75;83;85
19;44;26;37;40;26;47;55;30;62;79;67;53;59;44;30;44;47;53;55;59;62;67;79
48;31;5;23;7;5;53;52;37;44;34;22;18;-1;10;-1;10;18;22;34;37;44;52;53
42;35;2;10;4;11;45;28;43;40;24;39;1;-12;11;-12;1;11;24;28;39;40;43;45
48;28;33;32;9;45;65;47;73;52;18;68;55;35;71;18;35;47;52;55;65;68;71;73
23;46;23;28;0;37;39;11;41;70;29;83;32;11;40;11;11;29;32;39;40;41;70;83
29;37;31;29;41;48;41;54;61;66;65;78;48;60;71;41;48;54;60;61;65;66;71;78
20;12;47;12;9;37;23;25;39;23;7;47;44;42;72;7;23;23;25;39;42;44;47;72
48;10;34;14;11;37;47;58;68;4;5;40;34;39;70;4;5;34;39;40;47;58;68;70
45;40;14;4;3;0;41;36;33;38;34;24;11;-1;2;-1;2;11;24;33;34;36;38;41
49;38;16;25;35;47;64;66;96;45;68;78;32;36;62;32;36;45;62;64;66;68;78;96
14;2;48;9;10;2;21;9;-1;1;9;-9;37;47;35;-9;-1;1;9;9;21;35;37;47
10;43;2;24;23;26;33;25;32;62;59;69;8;6;27;6;8;25;27;32;33;59;62;69
30;15;15;6;15;25;30;28;48;5;20;29;9;15;33;5;9;15;20;28;29;30;33;48
17;26;45;2;19;6;10;21;18;22;36;28;45;60;51;10;18;21;22;28;36;45;51;60
14;25;40;27;16;1;33;20;6;39;24;18;53;53;36;6;18;20;24;33;36;39;53;53
20;44;0;19;9;41;36;21;51;59;39;85;15;-3;25;-3;15;21;25;36;39;51;59;85
2;43;9;40;32;38;33;28;29;72;73;76;42;31;44;28;29;31;33;42;44;72;73;76
0;37;42;35;45;22;29;26;13;52;70;52;65;67;64;13;26;29;52;52;64;65;67;70
12;27;29;47;41;31;42;42;25;63;60;42;61;60;52;25;42;42;42;52;60;60;61;63
33;6;32;15;11;43;31;24;70;19;5;34;35;32;57;5;19;24;31;32;34;35;57;70
15;16;26;26;8;48;26;5;53;25;22;54;34;21;64;5;21;22;25;26;34;53;54;64
26;15;30;40;22;38;57;32;60;37;30;50;57;32;63;30;32;32;37;50;57;57;60;63
39;14;34;39;42;48;72;77;74;50;55;52;63;57;67;50;52;55;57;63;67;72;74;77
3;31;21;14;41;49;12;41;37;37;52;75;22;51;70;12;22;37;37;41;51;52;70;75
21;43;32;31;21;35;47;42;53;70;64;76;55;41;56;41;42;47;53;55;56;64;70;76
44;30;13;3;34;32;41;73;73;13;56;42;1;40;42;1;13;40;41;42;42;56;73;73
41;45;18;39;12;42;63;37;70;73;44;68;50;21;59;21;37;44;50;59;63;68;70;73
25;44;43;34;36;10;54;56;15;69;80;45;76;67;34;15;34;45;54;56;67;69;76;80
1;46;27;17;31;40;0;18;23;56;70;82;44;41;48;0;18;23;41;44;48;56;70;82
27;35;44;17;37;43;28;52;64;42;56;59;42;62;75;28;42;42;52;56;59;62;64;75
15;9;11;27;10;21;30;11;31;25;9;25;35;5;27;5;9;11;25;25;27;30;31;35
6;14;5;10;18;47;14;7;48;5;18;42;12;14;33;5;7;12;14;14;18;33;42;48
0;38;26;9;11;33;-11;1;27;28;43;65;34;30;59;-11;1;27;28;30;34;43;59;65
13;4;35;16;20;42;9;27;36;13;6;39;35;37;66;6;9;13;27;35;36;37;39;66
49;11;30;49;42;6;91;83;41;45;53;2;66;65;25;2;25;41;45;53;65;66;83;91
27;44;15;37;20;33;47;34;43;69;60;67;41;30;48;30;34;41;43;47;48;60;67;69
26;6;14;22;41;34;41;52;41;11;39;33;27;47;39;11;27;33;39;39;41;41;47;52
35;18;24;49;41;7;76;59;36;47;48;5;57;55;17;5;17;36;47;48;55;57;59;76
1;30;0;2;43;18;-11;38;5;19;61;44;1;24;18;-11;1;5;18;19;24;38;44;61
29;15;12;1;40;43;12;65;67;16;41;51;-2;46;45;-2;12;16;41;45;46;51;65;67
40;42;9;5;36;12;41;62;41;46;66;54;9;25;6;6;9;25;41;41;46;54;62;66
40;19;10;31;36;40;66;67;62;42;51;52;39;39;50;39;39;42;50;51;52;62;66;67
12;27;1;14;39;8;13;37;4;30;60;16;-3;37;6;-3;4;6;13;16;30;37;37;60
31;21;38;21;27;20;50;49;48;32;39;23;39;46;46;23;32;39;39;46;46;48;49;50
37;22;16;0;41;38;22;62;60;14;55;45;12;55;37;12;14;22;37;45;55;55;60;62
42;37;31;44;43;0;83;82;36;80;60;34;69;74;15;15;34;36;60;69;74;80;82;83
8;38;46;27;10;7;23;8;-1;55;34;37;68;37;34;-1;8;23;34;34;37;37;55;68
26;7;41;45;20;9;56;28;33;51;9;12;78;44;48;9;12;28;33;44;48;51;56;78
48;38;20;49;26;32;90;61;73;77;50;60;68;28;51;28;50;51;60;61;68;73;77;90
18;37;48;17;4;5;27;8;15;46;36;37;46;40;36;8;15;27;36;36;37;40;46;46
13;19;6;48;46;41;57;57;45;47;62;55;36;46;38;36;38;45;46;47;55;57;57;62
38;10;38;5;46;4;38;68;30;1;45;-6;36;64;32;-6;1;30;32;36;38;45;64;68
2;19;47;27;28;45;12;24;33;37;35;60;59;73;84;12;24;33;35;37;59;60;73;84
10;15;3;10;46;35;6;41;28;21;57;50;5;48;32;5;6;21;28;32;41;48;50;57
46;33;22;22;37;30;51;71;62;36;66;53;26;50;36;26;36;36;50;51;53;62;66;71
47;1;45;13;25;20;41;70;62;-4;14;16;46;50;50;-4;14;16;41;46;50;50;62;70
5;45;28;41;44;13;45;30;8;86;76;52;64;61;23;8;23;30;45;52;61;64;76;86
24;45;14;43;48;16;59;54;24;82;91;55;45;50;29;24;29;45;50;54;55;59;82;91
13;29;33;29;10;14;34;23;25;51;29;34;55;26;27;23;25;26;27;29;34;34;51;55
18;35;32;21;13;19;19;22;28;39;43;43;33;31;51;19;22;28;31;33;39;43;43;51
31;13;49;16;40;13;36;56;44;18;44;23;45;73;52;18;23;36;44;44;45;52;56;73
36;45;23;26;46;38;62;62;72;52;89;63;29;55;50;29;50;52;55;62;62;63;72;89
25;44;34;44;6;42;65;31;59;87;41;84;59;37;71;31;37;41;59;59;65;71;84;87
2;13;4;47;46;44;44;37;31;41;44;55;47;37;48;31;37;37;41;44;44;47;48;55
41;43;19;29;25;48;62;53;74;63;59;91;45;42;67;42;45;53;59;62;63;67;74;91
18;40;22;25;30;15;43;28;21;47;70;39;36;42;31;21;28;31;36;39;42;43;47;70
36;31;48;38;42;21;63;63;50;60;56;34;66;84;54;34;50;54;56;60;63;63;66;84
18;4;10;28;44;10;36;44;20;20;46;-5;26;34;5;-5;5;20;20;26;34;36;44;46
9;5;0;12;18;18;1;17;16;-1;18;6;5;14;18;-1;1;5;6;14;16;17;18;18
29;14;11;34;16;25;54;40;53;48;18;22;41;14;21;14;18;21;22;40;41;48;53;54
12;43;12;40;18;19;44;10;11;73;47;43;36;23;17;10;11;17;23;36;43;44;47;73
47;31;31;31;0;19;77;35;56;51;28;41;59;11;39;11;28;35;39;41;51;56;59;77
13;3;26;28;11;24;34;10;18;20;8;22;42;28;48;8;10;18;20;22;28;34;42;48
23;13;6;2;8;11;16;22;17;-4;7;19;3;-6;10;-6;-4;3;7;10;16;17;19;22
6;7;39;38;14;37;36;2;38;43;15;32;73;35;58;2;15;32;35;36;38;43;58;73
47;34;0;4;0;22;31;46;67;25;25;48;-6;-12;13;-12;-6;13;25;25;31;46;48;67
6;9;11;12;17;17;11;17;6;7;10;12;6;17;26;6;6;7;10;11;12;17;17;26
32;7;27;24;41;47;43;71;66;23;28;38;45;68;69;23;28;38;43;45;66;68;69;71
33;23;48;3;13;43;17;39;73;26;27;61;36;41;90;17;26;27;36;39;41;61;73;90
7;29;1;6;46;33;-3;35;36;25;67;45;5;42;28;-3;5;25;28;35;36;42;45;67
25;10;23;39;40;40;52;65;57;29;40;44;53;57;63;29;40;44;52;53;57;57;63;65
31;34;8;49;45;35;74;69;65;65;62;54;37;35;35;35;35;37;54;62;65;65;69;74
26;46;11;48;38;42;57;56;66;76;68;79;54;37;41;37;41;54;56;57;66;68;76;79
39;27;46;2;10;43;22;47;79;20;26;57;33;39;86;20;22;26;33;39;47;57;79;86
44;38;16;2;3;14;41;31;48;39;36;42;7;8;18;7;8;18;31;36;39;41;42;48
5;12;21;3;43;39;-10;42;44;9;49;49;12;49;40;-10;9;12;40;42;44;49;49;49
35;7;40;35;49;28;69;66;44;23;42;34;69;70;68;23;34;42;44;66;68;69;69;70
10;21;33;29;25;34;28;27;28;50;26;36;54;54;62;26;27;28;28;36;50;54;54;62
47;16;29;9;27;44;39;74;72;23;40;43;24;39;64;23;24;39;39;40;43;64;72;74
6;29;46;47;17;40;37;18;38;63;38;57;83;63;86;18;37;38;38;57;63;63;83;86
22;6;15;3;31;26;15;45;48;2;18;13;0;46;41;0;2;13;15;18;41;45;46;48
10;28;6;49;22;36;42;28;38;66;42;51;47;13;42;13;28;38;42;42;42;47;51;66
11;41;29;41;15;29;41;25;30;80;44;70;64;40;45;25;30;40;41;44;45;64;70;80
6;0;41;13;23;27;0;27;14;6;4;13;39;55;63;0;4;6;13;14;27;39;55;63
12;10;2;40;46;44;50;50;50;31;44;52;33;43;31;31;31;33;43;44;50;50;50;52
47;46;0;13;23;19;53;63;63;59;56;64;-7;12;3;-7;3;12;53;56;59;63;63;64
20;28;19;45;28;24;51;37;33;59;56;43;45;37;23;23;33;37;37;43;45;51;56;59
35;38;33;10;41;7;33;60;42;36;74;39;31;58;21;21;31;33;36;39;42;58;60;74
47;4;45;6;5;36;46;41;82;-1;-5;32;43;45;70;-5;-1;32;41;43;45;46;70;82
16;1;9;27;41;25;27;45;39;21;27;10;28;40;26;10;21;26;27;27;28;39;40;45
40;7;9;26;46;41;56;84;65;18;38;46;21;53;41;18;21;38;41;46;53;56;65;84
10;26;15;48;35;5;41;41;3;68;57;14;59;33;9;3;9;14;33;41;41;57;59;68
44;20;11;34;47;31;63;84;61;37;51;37;25;40;26;25;26;37;37;40;51;61;63;84
22;41;32;10;8;13;12;19;30;47;38;44;29;21;29;12;19;21;29;29;30;38;44;47
17;46;8;0;36;38;3;37;52;31;68;79;-10;32;26;-10;3;26;31;32;37;52;68;79
48;3;20;11;19;0;42;47;32;2;20;-14;14;27;0;-14;0;2;14;20;27;32;42;47
4;20;31;20;7;2;7;-4;-11;20;11;14;37;31;23;-11;-4;7;11;14;20;23;31;37
37;36;24;15;2;21;38;39;57;39;29;44;31;8;30;8;29;30;31;38;39;39;44;57
46;41;35;46;33;9;79;77;46;77;71;32;68;62;43;32;43;46;62;68;71;77;77;79
12;33;16;36;3;21;44;-3;19;60;23;41;39;0;33;-3;0;19;23;33;39;41;44;60
20;15;43;45;17;10;50;28;16;58;20;5;86;42;44;5;16;20;28;42;44;50;58;86
35;9;27;12;0;9;36;33;24;17;-8;16;31;27;25;-8;16;17;24;25;27;31;33;36
34;16;5;48;40;6;73;74;29;60;50;11;33;29;-2;-2;11;29;29;33;50;60;73;74
42;43;11;7;48;29;38;72;65;50;91;61;14;41;35;14;35;38;41;50;61;65;72;91
17;2;47;25;5;40;35;3;51;14;-11;27;65;49;87;-11;3;14;27;35;49;51;65;87
38;18;21;14;21;17;51;40;54;14;19;23;27;35;18;14;18;19;23;27;35;40;51;54
27;29;40;20;18;9;33;41;23;47;38;28;54;39;49;23;28;33;38;39;41;47;49;54
9;44;48;13;31;40;4;25;33;41;69;64;54;67;82;4;25;33;41;54;64;67;69;82
6;9;39;24;25;26;30;21;18;19;33;24;55;51;54;18;19;21;24;30;33;51;54;55
13;18;10;47;17;22;58;24;23;46;16;37;57;13;13;13;13;16;23;24;37;46;57;58
2;43;1;2;21;30;-14;18;32;39;59;73;-16;11;22;-16;-14;11;18;22;32;39;59;73
42;5;39;11;41;34;52;64;67;1;26;38;30;78;65;1;26;30;38;52;64;65;67;78
36;46;16;27;36;23;53;56;49;67;76;51;25;39;24;24;25;39;49;51;53;56;67;76
42;7;23;38;0;16;78;30;56;40;4;22;50;13;29;4;13;22;29;30;40;50;56;78
13;35;41;44;36;22;40;39;31;68;53;54;72;57;44;31;39;40;44;53;54;57;68;72
16;40;24;5;24;15;14;22;21;26;57;47;27;46;26;14;21;22;26;26;27;46;47;57
24;24;9;12;22;4;18;30;16;30;44;21;21;15;-7;-7;15;16;18;21;21;30;30;44
7;14;24;35;37;31;33;37;31;38;40;29;48;59;36;29;31;33;36;37;38;40;48;59
20;4;8;16;10;48;18;21;50;12;-5;32;5;16;41;-5;5;12;16;18;21;32;41;50
15;43;22;43;15;4;58;11;10;85;57;44;56;23;18;10;11;18;23;44;56;57;58;85
43;3;8;44;41;3;73;70;35;32;40;6;48;31;-9;-9;6;31;32;35;40;48;70;73
31;27;19;21;19;37;44;47;60;30;29;51;34;31;37;29;30;31;34;37;44;47;51;60
44;1;18;10;1;42;44;35;75;11;-18;35;8;8;56;-18;8;8;11;35;35;44;56;75
23;49;43;15;5;43;28;24;48;51;49;74;58;43;74;24;28;43;48;49;51;58;74;74
15;31;30;29;24;49;36;19;64;44;40;70;46;37;76;19;36;37;40;44;46;64;70;76
21;48;4;37;48;42;48;57;59;65;89;70;28;49;39;28;39;48;49;57;59;65;70;89
31;5;35;12;46;49;28;65;60;7;35;42;39;78;74;7;28;35;39;42;60;65;74;78
32;2;20;1;42;32;33;60;45;-4;44;20;21;60;39;-4;20;21;33;39;44;45;60;60
34;2;13;9;25;35;37;53;58;-4;22;34;11;35;29;-4;11;22;29;34;35;37;53;58
8;2;15;4;40;24;-8;32;13;6;22;10;9;39;32;-8;6;9;10;13;22;32;32;39
34;40;33;46;26;9;75;54;23;74;66;37;73;53;37;23;37;37;53;54;66;73;74;75
27;9;48;12;48;8;32;59;20;7;55;16;54;90;41;7;16;20;32;41;54;55;59;90
11;35;12;41;3;16;43;-3;23;71;25;32;35;7;14;-3;7;14;23;25;32;35;43;71
10;39;11;17;45;41;22;42;32;44;72;62;28;53;48;22;28;32;42;44;48;53;62;72
