q0p0;q0p1;q1p0;q1p1;q1p2;s[0, 2];s[0, 3];s[0, 4];s[1, 2];s[1, 3];s[1, 4];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5
14;49;40;45;43;38;58;45;88;81;79;38;45;58;79;81;88
22;32;12;10;37;22;12;42;28;22;65;12;22;22;28;42;65
9;47;34;33;26;29;31;22;71;73;69;22;29;31;69;71;73
42;32;4;33;30;42;62;71;23;45;62;23;42;45;62;62;71
12;5;9;34;7;1;29;16;10;33;-7;-7;1;10;16;29;33
16;34;38;20;44;49;17;50;65;52;64;17;49;50;52;64;65
16;32;16;32;29;26;48;35;46;44;48;26;35;44;46;48;48
12;0;41;27;30;39;38;33;25;21;30;21;25;30;33;38;39
49;46;32;44;38;62;92;69;71;71;80;62;69;71;71;80;92
15;7;30;0;38;26;12;37;22;-10;32;-10;12;22;26;32;37
22;15;7;46;8;9;65;15;7;46;6;6;7;9;15;46;65
13;18;25;46;20;38;52;30;24;50;30;24;30;30;38;50;52
45;6;42;1;26;76;40;64;47;-5;29;-5;29;40;47;64;76
44;4;15;0;16;50;43;49;13;-8;13;-8;13;13;43;49;50
32;18;26;33;7;43;56;25;40;36;11;11;25;36;40;43;56
8;32;38;8;36;36;8;36;54;36;58;8;36;36;36;54;58
6;12;15;22;48;18;17;35;25;22;57;17;18;22;25;35;57
3;26;32;30;38;22;14;22;45;54;61;14;22;22;45;54;61
12;42;18;28;22;12;25;33;59;60;53;12;25;33;53;59;60
17;44;28;35;8;38;39;5;64;73;40;5;38;39;40;64;73
35;16;42;40;21;75;73;42;49;46;25;25;42;46;49;73;75
36;42;49;11;3;65;37;31;84;53;33;31;33;37;53;65;84
42;33;44;8;43;70;38;81;65;27;73;27;38;65;70;73;81
1;44;14;27;14;7;14;2;56;56;47;2;7;14;47;56;56
9;28;7;35;46;10;32;38;18;57;57;10;18;32;38;57;57
46;4;44;48;36;85;88;80;30;32;26;26;30;32;80;85;88
35;7;28;4;20;54;35;48;26;-7;10;-7;10;26;35;48;54
48;34;43;1;7;79;36;54;64;35;21;21;35;36;54;64;79
11;30;17;9;10;15;11;19;33;26;35;11;15;19;26;33;35
6;37;2;33;11;4;29;0;27;69;47;0;4;27;29;47;69
45;39;48;49;2;73;77;28;81;70;31;28;31;70;73;77;81
43;30;37;39;38;63;75;75;51;65;62;51;62;63;65;75;75
35;15;47;33;31;65;52;58;62;44;29;29;44;52;58;62;65
33;34;18;21;1;39;40;24;32;53;26;24;26;32;39;40;53
30;9;30;48;42;50;59;65;31;39;47;31;39;47;50;59;65
0;46;19;49;24;7;49;18;49;75;57;7;18;49;49;57;75
6;18;38;21;46;25;18;39;42;38;52;18;25;38;39;42;52
3;40;25;4;28;14;-7;24;45;27;54;-7;14;24;27;45;54
0;29;30;33;8;29;17;-12;40;45;24;-12;17;24;29;40;45
10;25;42;42;10;48;45;3;55;55;18;3;18;45;48;55;55
39;18;17;25;26;52;44;59;19;38;36;19;36;38;44;52;59
19;48;25;24;37;28;26;54;54;72;85;26;28;54;54;72;85
46;44;15;4;15;42;41;57;54;36;58;36;41;42;54;57;58
43;29;20;26;8;55;68;44;35;53;33;33;35;44;53;55;68
32;34;32;16;40;44;43;67;47;41;56;41;43;44;47;56;67
35;40;43;33;21;74;53;42;80;57;60;42;53;57;60;74;80
44;8;20;45;23;54;86;58;26;43;24;24;26;43;54;58;86
35;20;38;44;40;61;69;68;55;60;60;55;60;60;61;68;69
4;46;19;3;7;6;-2;4;50;36;38;-2;4;6;36;38;50
38;16;18;33;13;52;54;43;15;32;13;13;15;32;43;52;54
43;13;29;9;34;62;47;59;22;10;29;10;22;29;47;59;62
4;8;46;4;14;38;-8;14;52;1;13;-8;1;13;14;38;52
17;15;18;27;46;25;36;58;29;28;59;25;28;29;36;58;59
24;48;40;3;42;51;14;55;76;37;75;14;37;51;55;75;76
24;19;12;23;38;33;35;50;13;28;38;13;28;33;35;38;50
46;11;1;41;40;42;82;71;9;36;50;9;36;42;50;71;82
38;21;1;35;2;27;59;24;19;56;4;4;19;24;27;56;59
5;15;7;22;23;6;25;22;7;33;30;6;7;22;25;30;33
37;40;17;40;20;52;67;42;54;78;60;42;52;54;60;67;78
16;9;16;30;31;20;44;43;23;23;21;20;21;23;23;43;44
41;14;18;18;42;50;54;75;30;31;52;30;31;50;52;54;75
39;10;21;35;23;52;62;46;13;37;17;13;17;37;46;52;62
24;9;30;29;40;46;49;64;39;18;40;18;39;40;46;49;64
17;45;15;49;31;26;49;46;59;91;66;26;46;49;59;66;91
6;22;40;30;16;33;28;13;52;42;30;13;28;30;33;42;52
31;21;22;36;16;38;48;28;32;48;34;28;32;34;38;48;48
7;36;3;31;15;-6;25;10;29;51;38;-6;10;25;29;38;51
25;2;35;46;6;55;61;16;37;41;-7;-7;16;37;41;55;61
10;43;19;42;20;16;38;10;43;74;49;10;16;38;43;49;74
47;45;28;33;24;61;76;52;55;77;51;51;52;55;61;76;77
39;17;16;21;45;54;41;79;25;29;43;25;29;41;43;54;79
23;10;0;29;30;9;52;51;-9;39;21;-9;9;21;39;51;52
21;17;18;46;25;21;54;33;31;60;22;21;22;31;33;54;60
18;45;3;7;19;21;20;18;38;49;60;18;20;21;38;49;60
14;17;25;35;9;28;41;16;29;46;8;8;16;28;29;41;46
24;42;48;17;18;63;39;35;79;45;58;35;39;45;58;63;79
45;42;48;16;10;89;51;36;78;48;38;36;38;48;51;78;89
32;1;26;15;47;44;29;67;15;6;44;6;15;29;44;44;67
6;11;9;34;34;5;33;24;19;34;27;5;19;24;27;33;34
9;35;36;0;33;31;7;38;64;26;67;7;26;31;38;64;67
19;45;1;21;21;12;22;31;34;48;54;12;22;31;34;48;54
42;12;37;15;43;59;56;69;47;26;46;26;46;47;56;59;69
27;44;27;0;45;42;23;57;57;34;74;23;34;42;57;57;74
25;31;29;45;16;46;59;21;50;75;30;21;30;46;50;59;75
31;4;37;35;30;58;64;54;22;32;16;16;22;32;54;58;64
31;9;25;12;35;51;23;47;16;2;25;2;16;23;25;47;51
6;1;10;19;0;2;24;6;-6;20;-5;-6;-5;2;6;20;24
11;39;17;19;36;14;22;38;40;53;71;14;22;38;40;53;71
24;30;5;28;8;17;37;15;25;56;37;15;17;25;37;37;56
15;23;13;2;36;23;2;46;22;5;48;2;5;22;23;46;48
2;14;20;30;33;12;31;33;17;42;31;12;17;31;31;33;42
27;11;29;31;49;37;44;66;20;28;60;20;28;37;44;60;66
30;39;28;41;30;54;70;41;65;71;66;41;54;65;66;70;71
18;47;16;22;40;31;25;55;57;55;72;25;31;55;55;57;72
44;28;24;45;32;66;82;72;41;67;51;41;51;66;67;72;82
44;27;39;27;10;75;70;54;54;37;37;37;37;54;54;70;75
22;27;31;15;6;48;34;28;52;22;31;22;28;31;34;48;52
29;25;43;14;48;62;23;58;66;36;57;23;36;57;58;62;66
27;49;17;20;32;28;42;40;57;64;63;28;40;42;57;63;64
14;34;37;7;44;31;16;58;52;30;60;16;30;31;52;58;60
21;13;4;25;16;9;43;30;5;35;28;5;9;28;30;35;43
1;46;48;10;4;33;8;-11;79;49;47;-11;8;33;47;49;79
19;34;31;2;15;37;13;21;54;34;34;13;21;34;34;37;54
28;47;32;3;24;57;27;36;66;34;63;27;34;36;57;63;66
4;33;36;12;34;39;15;19;55;45;60;15;19;39;45;55;60
11;38;25;45;27;26;45;34;53;77;50;26;34;45;50;53;77
39;33;36;20;43;69;51;65;55;36;69;36;51;55;65;69;69
20;23;11;40;3;11;59;4;25;47;25;4;11;25;25;47;59
26;49;0;5;39;26;13;48;40;42;80;13;26;40;42;48;80
23;29;13;37;39;30;44;48;41;54;55;30;41;44;48;54;55
46;9;10;1;10;47;42;39;2;-7;18;-7;2;18;39;42;47
0;10;6;16;42;-1;2;33;1;11;48;-1;1;2;11;33;48
43;13;6;30;39;43;65;68;1;37;37;1;37;37;43;65;68
5;13;27;5;1;16;-4;-13;34;10;-6;-13;-6;-4;10;16;34
11;43;8;0;38;18;-7;32;44;27;80;-7;18;27;32;44;80
24;31;22;48;36;34;55;48;36;72;66;34;36;48;55;66;72
24;16;27;16;49;31;40;67;34;19;54;19;31;34;40;54;67
16;25;14;1;12;22;2;16;21;25;34;2;16;21;22;25;34
17;36;10;16;25;18;33;34;30;46;45;18;30;33;34;45;46
18;0;0;30;13;14;48;31;-19;11;7;-19;7;11;14;31;48
16;21;5;14;47;4;16;43;26;19;52;4;16;19;26;43;52
1;19;42;2;34;28;-2;22;46;9;47;-2;9;22;28;46;47
25;3;14;10;49;19;26;61;14;5;48;5;14;19;26;48;61
16;23;20;48;45;27;63;47;38;58;55;27;38;47;55;58;63
36;35;28;5;27;55;38;57;63;38;50;38;38;50;55;57;63
45;19;16;42;5;52;85;39;24;52;24;24;24;39;52;52;85
26;8;14;33;13;29;54;30;18;38;5;5;18;29;30;38;54
27;9;31;36;31;49;51;40;34;41;28;28;34;40;41;49;51
38;48;12;42;18;48;71;43;44;70;60;43;44;48;60;70;71
15;42;22;8;45;32;7;55;59;48;85;7;32;48;55;59;85
1;23;39;43;47;37;30;40;56;49;60;30;37;40;49;56;60
17;13;4;12;11;7;18;10;10;7;17;7;7;10;10;17;18
3;19;27;34;30;15;19;32;41;41;30;15;19;30;32;41;41
45;17;47;42;42;81;87;71;47;51;39;39;47;51;71;81;87
1;31;6;36;43;3;27;40;34;50;57;3;27;34;40;50;57
41;47;36;9;29;70;33;60;71;52;61;33;52;60;61;70;71
11;48;48;8;31;55;13;30;84;38;68;13;30;38;55;68;84
34;21;7;33;36;37;55;64;9;46;39;9;37;39;46;55;64
31;35;40;11;12;65;29;25;65;33;28;25;28;29;33;65;65
12;15;6;46;22;1;38;16;17;45;36;1;16;17;36;38;45
23;26;42;23;20;53;29;27;54;39;35;27;29;35;39;53;54
28;9;48;18;24;74;33;52;51;13;15;13;15;33;51;52;74
4;45;19;9;42;9;-3;27;47;44;72;-3;9;27;44;47;72
16;46;20;37;10;30;49;11;48;73;55;11;30;48;49;55;73
25;20;0;27;36;11;34;43;7;35;49;7;11;34;35;43;49
31;40;15;46;20;36;66;46;51;79;45;36;45;46;51;66;79
37;24;40;44;5;71;79;34;50;67;17;17;34;50;67;71;79
40;48;28;17;30;51;49;55;76;49;60;49;49;51;55;60;76
12;46;13;49;0;15;41;-7;47;77;29;-7;15;29;41;47;77
26;31;31;37;26;40;46;33;49;54;42;33;40;42;46;49;54
44;22;19;48;13;59;78;44;23;69;33;23;33;44;59;69;78
40;41;45;47;0;71;79;33;86;77;26;26;33;71;77;79;86
13;5;12;25;41;11;37;35;0;29;29;0;11;29;29;35;37
48;10;37;21;30;85;63;76;28;16;23;16;23;28;63;76;85
49;1;27;13;29;62;51;74;12;13;19;12;13;19;51;62;74
6;42;41;39;24;34;30;23;70;69;65;23;30;34;65;69;70
23;31;43;24;7;50;41;23;59;36;36;23;36;36;41;50;59
30;29;42;46;35;53;70;62;61;65;44;44;53;61;62;65;70
46;22;24;41;45;52;81;78;26;46;56;26;46;52;56;78;81
37;27;9;10;49;40;31;82;18;24;66;18;24;31;40;66;82
22;6;18;9;36;35;13;53;6;9;26;6;9;13;26;35;53
10;25;35;13;7;39;21;-3;44;38;15;-3;15;21;38;39;44
15;25;15;0;16;20;7;30;26;14;25;7;14;20;25;26;30
43;18;33;29;8;60;56;45;32;35;22;22;32;35;45;56;60
26;46;34;4;49;59;26;75;78;36;90;26;36;59;75;78;90
28;8;8;11;44;27;32;59;2;2;43;2;2;27;32;43;59
23;26;43;49;27;62;70;46;60;71;45;45;46;60;62;70;71
43;43;49;38;40;76;76;75;88;77;64;64;75;76;76;77;88
34;10;41;23;2;74;38;27;46;29;11;11;27;29;38;46;74
3;12;30;3;45;25;2;31;29;-2;39;-2;2;25;29;31;39
11;44;45;22;1;48;14;10;70;58;29;10;14;29;48;58;70
18;0;0;46;2;9;61;12;-7;43;-11;-11;-7;9;12;43;61
34;17;38;30;9;60;56;43;53;37;7;7;37;43;53;56;60
37;4;7;21;33;25;57;60;4;15;37;4;15;25;37;57;60
39;21;9;32;26;39;56;56;21;40;33;21;33;39;40;56;56
2;32;0;41;26;-7;38;28;26;64;51;-7;26;28;38;51;64
18;23;40;30;25;48;31;28;45;49;28;28;28;31;45;48;49
10;17;26;5;29;23;5;32;39;17;32;5;17;23;32;32;39
44;5;9;43;7;39;83;46;5;33;12;5;12;33;39;46;83
37;17;0;22;0;30;53;32;7;24;14;7;14;24;30;32;53
26;15;3;10;32;11;25;46;-2;18;42;-2;11;18;25;42;46
0;31;33;19;28;28;13;10;61;36;48;10;13;28;36;48;61
22;42;7;24;8;23;33;20;49;64;46;20;23;33;46;49;64
22;24;31;24;30;53;46;42;40;29;41;29;40;41;42;46;53
35;3;20;28;47;35;55;65;16;17;50;16;17;35;50;55;65
13;17;18;31;44;14;32;49;16;33;55;14;16;32;33;49;55
47;0;42;0;6;89;35;43;24;-18;-6;-18;-6;24;35;43;89
4;43;46;13;42;47;1;35;74;39;78;1;35;39;47;74;78
21;37;16;38;3;30;57;7;39;58;21;7;21;30;39;57;58
38;28;34;35;42;52;65;63;53;63;58;52;53;58;63;63;65
40;48;11;26;26;37;62;57;44;68;72;37;44;57;62;68;72
9;17;37;31;13;36;31;13;35;47;16;13;16;31;35;36;47
9;28;26;11;48;20;7;54;34;26;56;7;20;26;34;54;56
23;19;22;9;13;33;32;20;28;9;21;9;20;21;28;32;33
19;39;42;27;21;49;36;23;77;48;51;23;36;48;49;51;77
49;24;21;3;4;60;37;43;25;27;27;25;27;27;37;43;60
33;38;0;17;46;18;47;77;34;49;67;18;34;47;49;67;77
23;34;14;46;44;25;57;48;37;75;65;25;37;48;57;65;75
32;44;42;17;35;54;44;51;72;55;63;44;51;54;55;63;72
40;37;19;8;17;41;37;50;39;25;49;25;37;39;41;49;50
22;43;7;16;20;10;23;22;49;43;50;10;22;23;43;49;50
26;29;3;45;40;29;67;49;19;66;56;19;29;49;56;66;67
20;9;19;44;10;37;55;14;13;48;9;9;13;14;37;48;55
34;12;35;45;22;60;70;41;40;47;33;33;40;41;47;60;70
35;27;13;41;19;47;58;44;21;65;36;21;36;44;47;58;65
11;44;12;43;37;13;44;38;37;80;65;13;37;38;44;65;80
33;14;48;39;26;74;63;53;49;41;32;32;41;49;53;63;74
13;19;17;20;35;12;13;33;24;21;40;12;13;21;24;33;40
12;35;6;0;44;12;0;44;39;21;69;0;12;21;39;44;69
3;14;21;37;13;21;40;1;23;34;15;1;15;21;23;34;40
43;20;12;20;8;42;44;36;20;35;28;20;28;35;36;42;44
28;3;13;27;7;33;39;18;2;16;-4;-4;2;16;18;33;39
23;42;26;15;7;40;21;11;57;57;39;11;21;39;40;57;57
29;12;10;0;36;28;28;59;10;11;28;10;11;28;28;28;59
30;23;42;18;2;66;39;26;58;25;19;19;25;26;39;58;66
27;34;43;48;5;67;73;19;69;63;30;19;30;63;67;69;73
8;18;9;5;47;5;11;44;26;14;65;5;11;14;26;44;65
42;21;24;12;34;61;42;70;30;18;54;18;30;42;54;61;70
36;30;40;35;15;73;63;33;60;57;26;26;33;57;60;63;73
0;2;30;46;37;24;36;24;18;29;24;18;24;24;24;29;36
21;39;29;32;25;31;34;38;65;70;46;31;34;38;46;65;70
32;33;36;49;45;68;69;68;64;77;72;64;68;68;69;72;77
31;21;36;41;34;64;68;46;54;55;38;38;46;54;55;64;68
39;46;34;46;31;73;70;70;79;72;68;68;70;70;72;73;79
21;25;28;3;4;47;12;19;35;8;22;8;12;19;22;35;47
18;17;15;45;31;24;50;47;31;50;45;24;31;45;47;50;50
19;15;41;18;24;57;24;28;45;32;19;19;24;28;32;45;57
3;18;0;45;37;-11;39;20;-1;52;41;-11;-1;20;39;41;52
26;8;14;40;8;27;50;24;22;28;-3;-3;22;24;27;28;50
32;37;4;46;19;21;65;44;36;80;46;21;36;44;46;65;80
35;18;20;13;34;49;37;52;38;25;43;25;37;38;43;49;52
18;30;34;4;39;32;14;51;54;30;52;14;30;32;51;52;54
41;21;2;19;43;25;59;67;11;28;62;11;25;28;59;62;67
0;29;37;5;36;31;-7;36;46;17;61;-7;17;31;36;46;61
38;39;43;49;6;74;86;24;71;87;43;24;43;71;74;86;87
10;0;29;2;2;29;3;-5;29;-9;0;-9;-5;0;3;29;29
30;9;49;20;21;76;50;36;45;12;20;12;20;36;45;50;76
22;18;36;23;47;52;25;58;54;35;60;25;35;52;54;58;60
40;22;23;7;33;52;43;55;33;23;39;23;33;39;43;52;55
14;27;19;30;36;27;35;40;35;49;48;27;35;35;40;48;49
43;26;10;44;22;45;84;64;33;54;46;33;45;46;54;64;84
4;48;14;20;42;12;6;27;45;59;90;6;12;27;45;59;90
40;10;25;5;21;57;30;55;20;5;19;5;19;20;30;55;57
31;37;23;41;32;35;63;58;44;61;65;35;44;58;61;63;65
22;15;28;24;22;41;39;35;24;25;29;24;25;29;35;39;41
41;8;22;35;33;63;63;68;29;37;24;24;29;37;63;63;68
41;36;16;13;36;46;37;72;36;41;60;36;37;41;46;60;72
18;26;7;29;39;25;27;45;21;49;45;21;25;27;45;45;49
45;25;31;30;24;63;66;64;42;38;34;34;38;42;63;64;66
21;19;38;46;28;48;48;37;53;49;42;37;42;48;48;49;53
5;43;34;24;45;36;9;48;73;67;74;9;36;48;67;73;74
5;1;18;28;28;16;26;16;12;16;20;12;16;16;16;20;26
1;22;48;37;35;31;37;22;58;49;39;22;31;37;39;49;58
22;26;40;27;25;43;38;27;49;36;50;27;36;38;43;49;50
19;36;47;35;20;57;47;30;70;60;50;30;47;50;57;60;70
40;37;22;30;19;46;57;48;56;48;46;46;46;48;48;56;57
20;4;40;48;31;43;67;51;37;51;22;22;37;43;51;51;67
27;10;45;47;6;63;73;26;40;37;13;13;26;37;40;63;73
28;39;17;27;12;38;40;31;46;50;38;31;38;38;40;46;50
29;28;36;28;23;63;51;47;62;44;45;44;45;47;51;62;63
49;7;22;48;7;66;92;44;9;54;11;9;11;44;54;66;92
29;41;46;19;5;73;42;26;77;50;43;26;42;43;50;73;77
24;43;16;35;0;32;56;6;55;62;40;6;32;40;55;56;62
30;28;5;47;9;16;70;30;33;66;34;16;30;33;34;66;70
33;30;17;0;20;39;15;51;32;12;38;12;15;32;38;39;51
8;9;27;33;28;15;24;26;18;38;27;15;18;24;26;27;38
24;43;11;38;36;16;51;55;35;70;68;16;35;51;55;68;70
2;40;0;5;36;-7;0;23;29;37;65;-7;0;23;29;37;65
48;24;13;49;36;57;80;65;21;63;52;21;52;57;63;65;80
14;36;26;31;27;34;41;37;61;65;55;34;37;41;55;61;65
11;27;10;4;41;14;1;42;19;29;50;1;14;19;29;42;50
42;18;33;22;5;64;50;34;38;32;7;7;32;34;38;50;64
28;20;1;6;31;19;18;57;19;11;38;11;18;19;19;38;57
44;34;23;25;40;56;59;79;46;44;65;44;46;56;59;65;79
0;44;34;8;13;14;-3;10;74;45;54;-3;10;14;45;54;74
49;15;15;43;24;57;78;56;18;57;29;18;29;56;57;57;78
31;43;6;15;30;24;30;42;44;57;55;24;30;42;44;55;57
32;46;42;22;47;63;45;78;85;67;75;45;63;67;75;78;85
3;33;29;46;12;28;31;9;59;65;39;9;28;31;39;59;65
43;17;25;4;29;62;37;67;42;18;40;18;37;40;42;62;67
1;35;3;22;37;-3;9;26;23;45;58;-3;9;23;26;45;58
4;1;46;4;0;45;0;-4;41;-12;-1;-12;-4;-1;0;41;45
29;30;6;42;7;23;62;16;30;66;26;16;23;26;30;62;66
41;44;31;26;19;67;58;50;74;63;55;50;55;58;63;67;74
12;9;13;0;44;18;12;38;11;-11;37;-11;11;12;18;37;38
27;15;26;19;34;47;28;50;30;19;48;19;28;30;47;48;50
11;42;49;44;48;48;42;42;72;84;88;42;42;48;72;84;88
6;0;40;3;1;27;-4;2;21;-4;-16;-16;-4;-4;2;21;27
46;14;16;32;46;44;64;81;26;45;48;26;44;45;48;64;81
41;19;5;12;47;46;37;85;17;14;49;14;17;37;46;49;85
34;27;25;9;23;45;42;38;35;36;36;35;36;36;38;42;45
0;24;31;25;6;31;9;-4;46;45;15;-4;9;15;31;45;46
8;13;41;36;10;43;44;-2;53;43;5;-2;5;43;43;44;53
37;16;42;36;3;59;59;34;38;45;9;9;34;38;45;59;59
35;32;7;11;3;37;43;35;19;30;16;16;19;30;35;37;43
23;5;31;29;25;49;46;28;22;17;30;17;22;28;30;46;49
38;28;20;3;49;44;31;76;32;20;68;20;31;32;44;68;76
33;49;47;11;17;74;27;47;83;40;63;27;40;47;63;74;83
26;23;35;21;31;51;31;56;53;39;51;31;39;51;51;53;56
25;17;12;7;27;36;15;52;22;13;32;13;15;22;32;36;52
48;24;44;48;35;79;96;64;66;63;46;46;63;64;66;79;96
49;33;30;7;4;59;51;49;50;24;37;24;37;49;50;51;59
25;7;42;34;35;56;42;55;40;41;39;39;40;41;42;55;56
39;14;37;6;24;69;39;63;43;8;34;8;34;39;43;63;69
4;32;15;49;19;1;33;16;38;68;36;1;16;33;36;38;68
7;38;43;39;38;34;43;33;66;64;65;33;34;43;64;65;66
43;11;20;31;41;49;62;84;27;39;38;27;38;39;49;62;84
1;8;10;48;7;-4;34;3;5;43;-4;-4;-4;3;5;34;43
17;21;25;2;14;42;10;19;35;5;34;5;10;19;34;35;42
30;12;34;25;26;47;48;46;32;37;20;20;32;37;46;47;48
32;33;21;29;22;43;61;43;52;43;44;43;43;43;44;52;61
11;40;1;23;3;-4;21;6;34;63;36;-4;6;21;34;36;63
26;25;18;23;20;39;33;33;30;38;26;26;30;33;33;38;39
42;13;0;24;2;31;60;43;6;32;13;6;13;31;32;43;60
45;32;13;30;23;43;57;52;45;47;41;41;43;45;47;52;57
18;29;39;7;37;48;15;49;61;27;61;15;27;48;49;61;61
3;30;48;16;16;49;1;17;76;26;35;1;17;26;35;49;76
26;13;25;12;36;36;24;62;33;24;42;24;24;33;36;42;62
15;9;22;29;20;25;38;15;16;38;26;15;16;25;26;38;38
10;7;45;19;32;42;26;40;40;6;22;6;22;26;40;40;42
36;2;29;28;44;50;51;78;11;10;26;10;11;26;50;51;78
15;39;48;48;3;50;51;12;68;77;34;12;34;50;51;68;77
0;22;42;37;31;30;18;14;62;56;43;14;18;30;43;56;62
25;38;43;33;45;50;40;67;71;54;76;40;50;54;67;71;76
37;37;11;37;40;28;61;67;47;69;57;28;47;57;61;67;69
26;30;49;14;46;66;31;56;69;31;71;31;31;56;66;69;71
1;10;46;35;40;27;21;41;49;29;45;21;27;29;41;45;49
40;5;7;6;37;38;37;71;8;-9;23;-9;8;23;37;38;71
48;38;2;49;35;38;78;82;27;84;62;27;38;62;78;82;84
40;16;18;48;18;55;82;57;14;58;22;14;22;55;57;58;82
5;49;42;9;20;42;0;9;71;56;57;0;9;42;56;57;71
45;7;19;25;7;47;54;41;17;26;0;0;17;26;41;47;54
46;34;18;29;25;46;58;70;33;44;47;33;44;46;47;58;70
41;37;31;39;44;70;63;72;67;57;80;57;63;67;70;72;80
3;37;9;28;20;-2;16;19;37;46;53;-2;16;19;37;46;53
7;33;33;5;31;30;12;18;61;34;48;12;18;30;34;48;61
1;3;15;12;41;16;1;36;5;4;34;1;4;5;16;34;36
39;26;23;7;31;60;30;61;37;25;46;25;30;37;46;60;61
26;4;28;7;4;54;29;11;29;-6;4;-6;4;11;29;29;54
17;31;9;29;23;24;43;25;24;53;51;24;24;25;43;51;53
43;31;44;23;29;69;52;62;74;50;51;50;51;52;62;69;74
7;2;45;1;39;34;-10;26;37;3;32;-10;3;26;32;34;37
31;15;18;39;34;46;51;46;29;42;42;29;42;42;46;46;51
12;32;13;32;49;7;30;61;31;59;76;7;30;31;59;61;76
27;39;14;48;12;40;72;22;53;70;37;22;37;40;53;70;72
12;27;3;21;31;-5;25;38;19;44;39;-5;19;25;38;39;44
23;35;8;22;11;13;25;14;36;40;42;13;14;25;36;40;42
10;20;6;37;6;2;36;4;26;53;7;2;4;7;26;36;53
16;36;7;45;27;13;47;28;39;62;43;13;28;39;43;47;62
47;17;26;4;14;53;42;46;37;2;24;2;24;37;42;46;53
2;48;47;30;2;47;18;-6;75;61;42;-6;18;42;47;61;75
23;37;24;14;25;29;36;34;54;37;52;29;34;36;37;52;54
41;20;33;35;12;54;64;53;45;40;18;18;40;45;53;54;64
17;22;37;30;8;54;36;20;53;49;30;20;30;36;49;53;54
22;13;7;7;41;25;26;57;4;0;49;0;4;25;26;49;57
20;3;3;31;41;20;43;54;2;20;43;2;20;20;43;43;54
13;16;44;20;31;37;19;31;57;26;38;19;26;31;37;38;57
7;25;28;46;29;15;50;36;46;52;52;15;36;46;50;52;52
46;48;43;26;5;78;71;39;73;67;34;34;39;67;71;73;78
23;42;39;10;45;59;17;56;76;49;69;17;49;56;59;69;76
44;3;14;5;8;49;41;44;-1;-8;3;-8;-1;3;41;44;49
21;4;5;43;10;11;57;14;-11;45;5;-11;5;11;14;45;57
13;44;12;33;46;12;35;43;54;57;77;12;35;43;54;57;77
47;19;14;19;12;51;57;51;25;29;31;25;29;31;51;51;57
35;2;6;2;16;41;29;45;-9;-10;5;-10;-9;5;29;41;45
4;29;43;17;41;39;18;34;60;26;59;18;26;34;39;59;60
32;28;27;39;6;55;64;23;54;59;20;20;23;54;55;59;64
42;8;7;22;7;47;54;35;12;15;7;7;12;15;35;47;54
12;46;10;43;3;12;43;9;44;71;31;9;12;31;43;44;71
42;16;36;39;28;58;77;65;37;52;27;27;37;52;58;65;77
15;49;4;45;31;2;49;30;33;84;69;2;30;33;49;69;84
23;26;40;33;44;54;49;57;49;39;61;39;49;49;54;57;61
12;3;9;31;4;1;42;11;0;16;-1;-1;0;1;11;16;42
31;2;8;11;6;35;29;25;8;1;8;1;8;8;25;29;35
39;24;9;9;16;35;45;42;21;27;32;21;27;32;35;42;45
32;48;44;1;8;65;17;23;84;34;43;17;23;34;43;65;84
22;16;29;37;5;51;39;20;37;50;14;14;20;37;39;50;51
31;1;28;32;42;48;52;72;28;17;41;17;28;41;48;52;72
8;8;5;32;7;-3;26;0;2;28;0;-3;0;0;2;26;28
45;12;11;30;25;43;71;55;10;41;21;10;21;41;43;55;71
40;5;4;45;0;33;84;20;-7;48;5;-7;5;20;33;48;84
3;16;1;24;15;-4;9;11;6;40;29;-4;6;9;11;29;40
47;19;30;23;45;60;62;80;46;26;50;26;46;50;60;62;80
9;28;47;40;16;39;33;5;61;57;34;5;33;34;39;57;61
35;20;31;33;0;65;64;35;46;36;8;8;35;36;46;64;65
25;16;40;43;41;59;51;51;43;52;55;43;51;51;52;55;59
44;36;27;46;31;56;78;74;63;62;48;48;56;62;63;74;78
42;42;36;26;11;69;55;40;77;60;34;34;40;55;60;69;77
40;24;49;46;8;70;73;42;67;62;22;22;42;62;67;70;73
22;42;22;29;34;44;46;41;63;57;70;41;44;46;57;63;70
32;36;14;39;38;38;64;66;48;62;61;38;48;61;62;64;66
9;11;5;7;5;13;-2;-4;-3;4;13;-4;-3;-2;4;13;13
48;30;43;15;14;82;50;46;64;30;38;30;38;46;50;64;82
32;10;27;18;40;54;31;69;26;15;48;15;26;31;48;54;69
8;18;6;19;20;-5;13;27;22;27;29;-5;13;22;27;27;29
28;48;13;36;8;27;61;22;53;78;39;22;27;39;53;61;78
18;46;0;31;22;15;44;32;37;71;60;15;32;37;44;60;71
28;45;16;26;32;38;39;41;48;70;75;38;39;41;48;70;75
1;25;40;8;45;24;4;35;47;18;61;4;18;24;35;47;61
49;26;36;5;6;69;53;38;42;17;27;17;27;38;42;53;69
7;45;1;32;1;-9;34;-6;40;62;28;-9;-6;28;34;40;62
7;0;10;26;45;-1;26;33;-5;8;36;-5;-1;8;26;33;36
39;34;29;40;35;59;72;54;63;54;55;54;54;55;59;63;72
