q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
44;47;28;28;41;19;68;58;85;51;61;32;58;46;32;46;51;58;58;61;68;85
22;41;4;23;1;7;7;26;33;43;5;6;22;15;5;6;7;15;22;26;33;43
45;28;25;44;18;28;49;53;37;48;32;47;56;61;32;37;47;48;49;53;56;61
46;22;24;42;28;31;70;58;40;40;36;45;67;67;36;40;40;45;58;67;67;70
20;42;34;17;46;7;59;24;70;30;70;24;55;13;13;24;24;30;55;59;70;70
5;14;27;23;17;20;11;8;24;29;37;44;30;38;8;11;24;29;30;37;38;44
14;21;47;22;27;11;41;17;36;16;58;57;37;18;16;17;18;36;37;41;57;58
21;7;31;7;15;3;31;12;20;-4;29;25;3;4;-4;3;4;12;20;25;29;31
28;20;22;13;32;9;44;25;43;27;39;25;36;17;17;25;25;27;36;39;43;44
17;41;23;4;30;10;28;11;69;34;44;21;31;12;11;12;21;28;31;34;44;69
24;49;17;13;0;11;16;27;30;58;-2;24;-1;14;-2;-1;14;16;24;27;30;58
26;28;15;12;49;4;70;11;68;31;52;0;48;5;0;5;11;31;48;52;68;70
36;34;21;41;27;18;49;54;52;34;38;26;63;39;26;34;38;39;49;52;54;63
30;13;18;24;31;6;60;31;37;18;46;8;52;19;8;18;19;31;37;46;52;60
33;9;15;4;37;4;64;31;28;1;44;0;33;4;0;1;4;28;31;33;44;64
27;43;36;11;11;49;36;62;49;73;39;79;18;58;18;36;39;49;58;62;73;79
17;11;19;0;43;10;58;11;43;3;52;14;34;7;3;7;11;14;34;43;52;58
25;25;29;18;17;14;40;30;31;29;38;39;25;20;20;25;29;30;31;38;39;40
49;15;41;10;38;40;69;75;42;40;68;81;43;34;34;40;42;43;68;69;75;81
22;24;5;5;46;6;51;19;66;25;46;5;35;2;2;5;19;25;35;46;51;66
44;40;13;30;30;35;62;61;70;61;43;32;52;48;32;43;48;52;61;61;62;70
48;40;25;1;11;35;57;77;48;67;17;46;-8;31;-8;17;31;46;48;57;67;77
9;23;16;1;22;44;24;39;31;55;30;44;13;33;13;24;30;31;33;39;44;55
43;0;29;1;25;16;50;50;12;1;36;41;20;16;1;12;16;20;36;41;50;50
17;32;43;7;1;35;14;44;14;49;40;76;-11;24;-11;14;14;24;40;44;49;76
46;34;33;34;3;36;49;81;32;61;29;61;31;52;29;31;32;49;52;61;61;81
23;48;35;6;23;27;41;35;66;74;53;59;21;28;21;28;35;41;53;59;66;74
6;32;16;12;14;29;14;29;27;59;21;36;8;32;8;14;21;27;29;32;36;59
7;12;13;13;10;13;-2;2;14;17;7;24;3;14;-2;2;3;7;14;14;17;24
26;14;36;32;44;3;61;25;58;13;74;25;72;34;13;25;25;34;58;61;72;74
38;28;4;22;27;3;53;40;55;25;27;5;44;15;5;15;25;27;40;44;53;55
31;41;37;46;38;47;56;71;68;85;65;69;64;90;56;64;65;68;69;71;85;90
18;20;24;29;48;11;55;18;59;26;62;24;75;29;18;24;26;29;55;59;62;75
30;17;45;14;28;39;58;57;42;48;69;70;41;42;41;42;42;48;57;58;69;70
38;1;28;29;5;9;34;45;-3;-1;27;29;15;32;-3;-1;15;27;29;32;34;45
9;0;37;48;42;31;41;39;26;12;69;61;86;63;12;26;39;41;61;63;69;86
17;17;15;36;26;43;42;51;30;44;40;50;60;76;30;40;42;44;50;51;60;76
35;35;13;7;38;28;60;54;65;47;48;32;25;15;15;25;32;47;48;54;60;65
7;22;31;7;31;34;23;34;33;42;43;52;23;38;23;23;33;34;38;42;43;52
5;9;33;41;11;23;9;24;15;22;37;44;36;61;9;15;22;24;36;37;44;61
25;16;23;40;24;17;47;38;38;25;46;23;53;47;23;25;38;38;46;47;47;53
1;41;35;8;21;17;21;9;48;49;55;50;16;14;9;14;16;21;48;49;50;55
17;41;40;12;39;11;49;25;60;49;71;48;48;17;17;25;48;48;49;49;60;71
7;11;11;31;9;36;3;26;20;43;5;34;21;53;3;5;20;21;26;34;43;53
25;15;37;21;7;13;20;20;2;17;39;44;11;16;2;11;16;17;20;20;39;44
12;28;37;23;10;2;17;13;27;17;47;34;32;13;13;13;17;17;27;32;34;47
2;19;23;49;45;33;31;27;59;46;68;40;82;82;27;31;40;46;59;68;82;82
36;21;16;37;10;29;37;51;20;39;16;30;35;54;16;20;30;35;37;39;51;54
43;0;26;19;35;15;74;41;23;2;47;27;51;21;2;21;23;27;41;47;51;74
33;2;46;11;46;3;70;20;43;-8;84;39;51;9;-8;9;20;39;43;51;70;84
29;15;0;39;18;39;44;59;32;54;7;29;41;58;7;29;32;41;44;54;58;59
27;8;6;34;3;34;13;45;-5;30;-5;22;35;60;-5;-5;13;22;30;35;45;60
0;45;33;31;43;11;31;-2;79;56;76;28;69;33;-2;28;31;33;56;69;76;79
38;12;39;0;38;26;65;49;48;20;75;45;24;8;8;20;24;45;48;49;65;75
13;22;18;31;46;2;43;0;66;10;59;0;64;31;0;0;10;31;43;59;64;66
9;15;39;7;9;33;14;28;23;41;41;59;10;36;10;14;23;28;36;41;41;59
13;39;9;7;3;26;3;39;33;50;-1;20;-6;13;-6;-1;3;13;20;33;39;50
6;33;25;33;47;45;47;35;75;73;70;62;71;64;35;47;62;64;70;71;73;75
26;23;13;34;21;8;41;16;44;18;16;3;37;34;3;16;16;18;34;37;41;44
2;40;25;25;33;15;33;16;73;48;46;21;52;33;16;21;33;33;46;48;52;73
49;27;18;41;48;40;78;70;68;47;47;57;73;66;47;47;57;66;68;70;73;78
49;12;11;5;27;2;63;33;30;-4;32;-2;16;1;-4;-2;1;16;30;32;33;63
5;36;48;5;7;26;10;23;27;53;48;61;3;13;3;10;13;23;27;48;53;61
45;43;35;7;29;11;70;45;64;54;51;45;17;3;3;17;45;45;51;54;64;70
17;20;1;14;45;4;51;6;61;14;34;-10;43;10;-10;6;10;14;34;43;51;61
47;28;42;28;4;8;44;35;15;34;46;36;23;30;15;23;30;34;35;36;44;46
19;3;49;47;13;29;12;29;2;23;43;64;42;72;2;12;23;29;42;43;64;72
43;40;5;25;35;19;61;47;75;53;26;12;50;35;12;26;35;47;50;53;61;75
30;9;0;38;2;41;16;67;-7;31;-12;22;38;64;-12;-7;16;22;31;38;64;67
1;8;13;28;37;7;22;-4;25;15;30;1;61;26;-4;1;15;22;25;26;30;61
21;10;12;26;3;18;19;24;10;10;7;22;22;27;7;10;10;19;22;22;24;27
27;23;30;23;0;38;19;50;20;42;10;58;10;53;10;10;19;20;42;50;53;58
21;27;42;24;48;22;61;34;71;45;87;49;55;28;28;34;45;49;55;61;71;87
3;0;5;35;24;1;15;-9;9;-13;25;-8;57;29;-13;-9;-8;9;15;25;29;57
2;16;27;35;16;12;9;12;17;21;30;21;46;29;9;12;17;21;21;29;30;46
7;41;0;23;2;41;2;40;28;65;-16;36;14;57;-16;2;14;28;36;40;57;65
47;0;1;13;6;3;47;43;-11;-12;-10;-1;16;7;-12;-11;-10;-1;7;16;43;47
4;40;28;33;39;40;35;35;69;70;56;68;57;53;35;35;53;56;57;68;69;70
14;42;14;0;0;35;9;46;33;66;4;31;-8;23;-8;4;9;23;31;33;46;66
39;1;25;26;38;23;71;42;23;5;55;39;46;40;5;23;39;40;42;46;55;71
17;36;35;34;28;16;41;28;46;51;49;47;42;47;28;41;42;46;47;47;49;51
1;24;15;14;32;23;15;7;42;32;33;23;46;31;7;15;23;31;32;33;42;46
44;38;40;43;44;46;71;88;70;75;77;78;81;80;70;71;75;77;78;80;81;88
32;8;19;11;3;39;20;71;-9;42;17;54;5;50;-9;5;17;20;42;50;54;71
46;35;31;22;45;48;74;79;68;75;63;71;51;54;51;54;63;68;71;74;75;79
27;46;29;47;32;1;47;10;69;43;41;25;78;39;10;25;39;41;43;47;69;78
7;2;9;40;1;14;-7;2;-3;2;1;18;40;43;-7;-3;1;2;2;18;40;43
24;37;37;1;34;11;38;27;68;39;65;28;20;-4;-4;20;27;28;38;39;65;68
9;32;19;23;4;23;3;13;21;38;10;28;27;45;3;10;13;21;27;28;38;45
25;12;9;4;42;32;62;45;51;41;47;27;40;33;27;33;40;41;45;47;51;62
9;37;25;4;21;40;25;34;55;64;32;63;25;30;25;25;30;32;34;55;63;64
24;14;15;2;40;31;46;48;49;31;53;30;29;19;19;29;30;31;46;48;49;53
48;44;11;20;13;18;48;49;54;61;13;21;31;18;13;18;21;31;48;49;54;61
31;23;15;31;23;45;52;65;44;49;35;47;53;61;35;44;47;49;52;53;61;65
5;29;46;39;21;31;18;18;36;60;61;72;57;59;18;18;36;57;59;60;61;72
19;38;26;5;34;10;48;16;57;38;53;35;19;-1;-1;16;19;35;38;48;53;57
49;6;18;5;26;26;66;68;22;21;42;44;17;21;17;21;21;22;42;44;66;68
17;44;43;36;9;11;16;9;49;50;35;35;31;43;9;16;31;35;35;43;49;50
41;1;12;48;48;33;80;55;45;34;46;29;95;75;29;34;45;46;55;75;80;95
36;6;33;30;27;39;57;58;30;30;40;52;56;69;30;30;40;52;56;57;58;69
7;5;27;24;16;38;16;42;13;32;40;60;31;51;13;16;31;32;40;42;51;60
10;26;21;11;39;15;38;13;54;35;45;35;44;8;8;13;35;35;38;44;45;54
7;36;40;15;8;12;-1;12;28;39;47;45;8;13;-1;8;12;13;28;39;45;47
8;34;42;49;23;1;30;-3;39;35;54;40;60;50;-3;30;35;39;40;50;54;60
5;14;40;4;25;42;12;46;21;56;50;63;9;38;9;12;21;38;46;50;56;63
17;10;23;12;35;3;40;4;40;13;50;25;42;-2;-2;4;13;25;40;40;42;50
19;16;8;1;36;41;48;58;39;56;36;32;18;40;18;32;36;39;40;48;56;58
41;44;18;41;15;35;56;74;55;64;19;52;36;76;19;36;52;55;56;64;74;76
11;45;44;37;20;16;15;26;57;49;56;42;38;34;15;26;34;38;42;49;56;57
7;40;41;6;49;43;49;42;86;63;82;70;44;40;40;42;44;49;63;70;82;86
29;44;32;3;9;29;32;52;37;71;34;42;9;19;9;19;32;34;37;42;52;71
47;13;26;37;48;29;93;57;48;38;60;55;81;52;38;48;52;55;57;60;81;93
48;7;46;34;43;27;76;65;50;31;72;60;73;48;31;48;50;60;65;72;73;76
42;35;36;27;20;30;61;72;41;55;39;47;44;55;39;41;44;47;55;55;61;72
8;12;45;9;2;40;-10;48;6;51;44;77;-4;34;-10;-4;6;34;44;48;51;77
5;47;13;44;43;32;48;34;90;71;52;26;75;71;26;34;48;52;71;71;75;90
20;25;23;38;42;8;42;14;56;13;48;23;78;33;13;14;23;33;42;48;56;78
8;6;21;45;28;15;20;12;21;14;32;20;65;51;12;14;20;20;21;32;51;65
18;37;28;40;47;49;50;67;66;81;62;68;72;78;50;62;66;67;68;72;78;81
33;2;27;35;4;42;21;62;-1;42;29;54;26;68;-1;21;26;29;42;54;62;68
11;11;22;24;46;46;46;37;45;55;60;62;61;54;37;45;46;54;55;60;61;62
24;48;1;11;38;49;53;66;71;93;35;50;37;53;35;37;50;53;53;66;71;93
38;38;18;11;17;21;47;40;55;47;34;25;23;19;19;23;25;34;40;47;47;55
3;30;46;12;42;28;40;14;58;58;80;74;48;30;14;30;40;48;58;58;74;80
47;48;16;43;15;43;55;90;51;72;18;44;39;74;18;39;44;51;55;72;74;90
11;46;18;28;38;23;43;18;74;63;53;25;54;39;18;25;39;43;53;54;63;74
23;41;40;5;3;35;23;45;40;56;43;61;4;29;4;23;29;40;43;45;56;61
23;15;33;3;11;5;15;24;19;6;36;33;6;-1;-1;6;6;15;19;24;33;36
33;46;11;8;2;3;29;24;32;46;9;10;-7;-5;-7;-5;9;10;24;29;32;46
48;20;9;0;42;12;87;40;45;31;46;20;38;-4;-4;20;31;38;40;45;46;87
32;33;0;46;40;47;57;70;63;69;27;32;85;81;27;32;57;63;69;70;81;85
49;34;34;10;0;23;31;55;22;38;23;51;8;33;8;22;23;31;33;38;51;55
30;41;17;21;12;3;29;16;40;26;29;3;18;4;3;4;16;18;26;29;29;40
3;29;12;9;16;26;0;23;32;47;14;32;15;16;0;14;15;16;23;32;32;47
37;16;18;26;25;22;57;54;30;26;31;36;39;47;26;30;31;36;39;47;54;57
19;44;19;23;4;24;4;32;39;51;23;40;17;36;4;17;23;32;36;39;40;51
34;39;48;19;2;39;27;68;25;60;44;87;8;40;8;25;27;40;44;60;68;87
47;4;33;15;5;19;36;66;9;17;19;43;14;29;9;14;17;19;29;36;43;66
10;9;42;12;44;1;50;10;38;-2;66;32;37;6;-2;6;10;32;37;38;50;66
31;24;29;48;32;37;58;67;53;60;46;54;76;76;46;53;54;58;60;67;76;76
8;40;46;48;35;28;25;34;58;66;62;63;75;64;25;34;58;62;63;64;66;75
3;39;15;40;48;36;39;27;79;56;49;41;85;58;27;39;41;49;56;58;79;85
45;25;38;32;9;10;40;44;23;34;32;47;32;27;23;27;32;32;34;40;44;47
33;40;7;45;10;7;34;25;46;28;4;2;35;52;2;4;25;28;34;35;46;52
32;20;31;48;44;47;73;66;52;57;58;62;83;76;52;57;58;62;66;73;76;83
36;18;32;47;10;7;29;36;16;7;31;37;40;42;7;16;29;31;36;37;40;42
41;7;46;16;15;4;45;34;22;5;45;34;31;6;5;6;22;31;34;34;45;45
45;16;33;22;48;49;80;85;44;46;64;79;59;56;44;46;56;59;64;79;80;85
21;46;13;22;49;41;50;44;88;74;56;52;64;55;44;50;52;55;56;64;74;88
37;3;15;22;11;41;32;69;5;26;22;56;21;63;5;21;22;26;32;56;63;69
34;30;48;49;30;49;54;75;47;65;67;92;69;98;47;54;65;67;69;75;92;98
2;48;0;29;31;30;17;19;76;58;31;26;60;47;17;19;26;31;47;58;60;76
19;12;31;31;38;2;55;18;41;6;65;25;49;29;6;18;25;29;41;49;55;65
34;13;38;15;12;26;32;43;22;33;45;59;19;22;19;22;22;32;33;43;45;59
3;9;47;47;6;16;3;10;-2;14;46;63;53;51;-2;3;10;14;46;51;53;63
1;46;32;42;47;27;36;24;86;53;71;40;78;60;24;36;40;53;60;71;78;86
8;0;4;6;34;19;42;20;24;12;21;13;25;21;12;13;20;21;21;24;25;42
26;0;4;1;30;32;49;52;15;13;31;32;31;33;13;15;31;31;32;33;49;52
43;12;15;27;42;15;84;44;53;23;45;13;62;42;13;23;42;44;45;53;62;84
12;22;28;13;17;30;10;26;21;45;35;54;18;38;10;18;21;26;35;38;45;54
10;15;7;22;15;23;7;22;13;24;18;14;30;43;7;13;14;18;22;24;30;43
36;37;49;2;31;22;61;54;49;59;62;68;31;24;24;31;49;54;59;61;62;68
0;1;44;26;15;37;0;26;2;18;49;79;34;44;0;2;18;26;34;44;49;79
39;47;1;11;42;41;75;63;76;77;35;41;43;51;35;41;43;51;63;75;76;77
32;32;49;26;13;27;42;41;25;39;57;74;25;53;25;25;39;41;42;53;57;74
46;14;5;2;43;21;72;65;48;16;29;16;42;14;14;16;16;29;42;48;65;72
35;25;6;14;49;40;68;57;71;47;43;43;56;35;35;43;43;47;56;57;68;71
14;41;37;49;40;10;45;10;78;47;61;30;89;44;10;30;44;45;47;61;78;89
10;47;11;5;18;37;17;29;54;68;13;30;4;35;4;13;17;29;30;35;54;68
3;48;29;27;38;22;38;9;69;54;49;48;65;37;9;37;38;48;49;54;65;69
42;14;40;11;20;31;52;66;20;45;43;55;28;40;20;28;40;43;45;52;55;66
22;25;7;40;1;5;16;9;9;30;-12;4;36;27;-12;4;9;9;16;27;30;36
24;49;4;19;31;12;42;22;64;52;23;3;46;24;3;22;23;24;42;46;52;64
45;24;32;41;20;41;59;81;41;56;39;62;43;73;39;41;43;56;59;62;73;81
9;0;43;45;21;1;14;-4;15;-10;62;29;54;36;-10;-4;14;15;29;36;54;62
34;48;45;0;31;0;60;18;79;40;67;31;22;-1;-1;18;22;31;40;60;67;79
37;40;37;30;34;47;54;81;70;80;68;83;48;73;48;54;68;70;73;80;81;83
22;24;34;29;24;28;41;35;37;38;58;54;46;37;35;37;37;38;41;46;54;58
38;16;38;27;39;40;58;61;54;36;64;68;47;60;36;47;54;58;60;61;64;68
4;26;32;37;26;12;10;0;34;27;53;35;44;35;0;10;27;34;35;35;44;53
11;14;29;0;22;4;20;-1;24;17;38;21;2;-9;-9;-1;2;17;20;21;24;38
23;10;12;6;19;43;27;55;21;53;20;46;19;41;19;20;21;27;41;46;53;55
1;31;48;24;25;22;19;6;40;38;53;67;39;32;6;19;32;38;39;40;53;67
28;47;41;6;24;6;45;32;52;48;56;46;28;10;10;28;32;45;46;48;52;56
21;41;37;33;20;43;34;62;59;84;53;60;52;56;34;52;53;56;59;60;62;84
10;36;42;23;9;33;6;34;30;63;46;65;23;39;6;23;30;34;39;46;63;65
42;15;10;22;27;9;69;34;25;21;22;15;33;12;12;15;21;22;25;33;34;69
23;38;49;32;15;40;25;49;41;60;52;85;44;68;25;41;44;49;52;60;68;85
6;4;21;30;0;22;4;12;-12;23;14;30;25;48;-12;4;12;14;23;25;30;48
27;16;6;36;12;43;20;58;27;44;5;49;37;61;5;20;27;37;44;49;58;61
23;40;37;27;47;33;50;49;81;58;66;58;73;41;41;49;50;58;58;66;73;81
38;13;7;38;24;13;58;40;28;19;14;20;50;43;14;19;20;28;40;43;50;58
40;45;29;4;9;1;49;36;45;36;23;28;10;-3;-3;10;23;28;36;36;45;49
15;6;4;29;45;0;52;11;50;-9;41;-16;67;13;-16;-9;11;13;41;50;52;67
41;11;19;4;1;19;42;54;0;17;15;19;2;23;0;2;15;17;19;23;42;54
7;7;42;46;1;19;-9;16;-7;15;27;50;31;65;-9;-7;15;16;27;31;50;65
37;8;43;32;20;42;39;62;8;44;60;74;44;61;8;39;44;44;60;61;62;74
23;46;19;10;24;27;29;34;59;58;39;43;19;36;19;29;34;36;39;43;58;59
43;47;6;11;4;9;27;42;42;51;-5;6;11;6;-5;6;6;11;27;42;42;51
19;38;9;4;38;41;54;42;75;59;43;43;41;31;31;41;42;43;43;54;59;75
29;14;45;41;39;35;57;47;53;36;84;69;71;66;36;47;53;57;66;69;71;84
11;35;7;19;44;14;38;8;65;47;36;4;50;13;4;8;13;36;38;47;50;65
2;7;34;25;10;10;-1;8;15;3;37;41;23;26;-1;3;8;15;23;26;37;41
28;21;39;49;30;31;46;56;44;42;56;57;77;64;42;44;46;56;56;57;64;77
10;43;40;12;26;39;22;39;68;77;64;60;32;45;22;32;39;45;60;64;68;77
4;48;25;24;38;26;33;17;69;67;49;50;53;34;17;33;34;49;50;53;67;69
29;13;0;9;34;23;53;44;46;30;21;7;26;18;7;18;21;26;30;44;46;53
29;32;15;3;3;19;17;32;17;50;8;17;6;18;6;8;17;17;17;18;32;50
32;40;37;41;3;32;34;51;42;53;35;66;31;61;31;34;35;42;51;53;61;66
16;16;25;13;4;29;20;37;12;29;16;47;2;23;2;12;16;20;23;29;37;47
33;9;37;3;15;23;30;56;5;26;41;40;4;19;4;5;19;26;30;40;41;56
29;4;43;27;30;22;42;36;19;9;68;63;54;31;9;19;31;36;42;54;63;68
24;21;30;39;5;32;12;48;9;52;15;43;43;59;9;12;15;43;43;48;52;59
0;33;40;41;20;7;7;-4;50;23;40;32;60;48;-4;7;23;32;40;48;50;60
43;23;26;19;41;15;83;45;57;18;54;33;43;16;16;18;33;43;45;54;57;83
37;47;38;42;16;6;52;41;57;42;39;37;49;41;37;39;41;41;42;49;52;57
48;4;13;45;46;28;89;66;46;21;54;41;78;56;21;41;46;54;56;66;78;89
46;4;44;15;46;16;86;53;33;16;84;47;44;14;14;16;33;44;47;53;84;86
44;38;47;44;44;0;83;34;72;24;91;37;72;38;24;34;37;38;72;72;83;91
48;4;24;7;12;7;51;44;6;8;29;30;19;8;6;8;8;19;29;30;44;51
5;42;4;44;7;48;0;39;32;88;-5;50;40;88;-5;0;32;39;40;50;88;88
38;39;49;12;36;6;63;38;72;32;68;53;37;0;0;32;37;38;53;63;68;72
44;24;34;32;36;27;68;62;59;32;65;57;68;58;32;57;58;59;62;65;68;68
36;28;20;23;4;34;30;52;14;46;21;49;8;39;8;14;21;30;39;46;49;52
41;45;29;28;33;17;64;55;76;62;44;31;41;25;25;31;41;44;55;62;64;76
30;44;7;9;4;47;23;68;32;72;-2;35;11;37;-2;11;23;32;35;37;68;72
41;8;39;18;6;10;37;51;11;3;44;36;5;14;3;5;11;14;36;37;44;51
21;45;25;23;24;17;44;21;55;45;39;41;44;23;21;23;39;41;44;44;45;55
18;35;21;9;4;20;4;35;38;52;13;23;0;15;0;4;13;15;23;35;38;52
40;0;19;12;26;10;46;49;9;4;30;24;25;6;4;6;9;24;25;30;46;49
30;7;24;49;22;24;48;40;10;14;45;43;61;68;10;14;40;43;45;48;61;68
43;27;26;34;18;17;56;47;45;24;33;27;42;44;24;27;33;42;44;45;47;56
40;34;35;22;49;11;87;32;71;35;82;34;59;17;17;32;34;35;59;71;82;87
47;26;30;49;6;48;42;81;20;69;32;71;43;89;20;32;42;43;69;71;81;89
24;41;2;32;18;33;40;46;42;70;4;27;46;61;4;27;40;42;46;46;61;70
35;11;12;38;36;2;60;21;27;3;47;10;69;37;3;10;21;27;37;47;60;69
9;15;33;9;27;35;24;44;25;37;46;52;30;32;24;25;30;32;37;44;46;52
2;19;0;20;45;3;27;-6;62;8;38;-17;48;3;-17;-6;3;8;27;38;48;62
36;4;36;34;27;48;46;67;29;37;57;72;43;81;29;37;43;46;57;67;72;81
49;1;48;44;41;7;89;36;24;8;76;43;83;37;8;24;36;37;43;76;83;89
32;37;46;36;12;42;43;68;45;71;58;85;38;74;38;43;45;58;68;71;74;85
33;5;34;8;18;38;35;67;17;23;34;55;23;45;17;23;23;34;35;45;55;67
11;25;2;0;28;28;32;35;39;36;16;30;17;8;8;16;17;30;32;35;36;39
14;39;46;11;29;49;29;51;60;73;66;87;21;53;21;29;51;53;60;66;73;87
6;11;33;17;24;16;19;18;17;13;48;39;27;30;13;17;18;19;27;30;39;48
15;7;28;10;0;23;-5;38;2;15;24;34;-9;30;-9;-5;2;15;24;30;34;38
27;43;14;36;42;26;53;35;74;59;47;25;70;44;25;35;44;47;53;59;70;74
31;27;37;10;13;10;43;34;39;26;30;43;20;7;7;20;26;30;34;39;43;43
28;21;35;45;41;24;50;36;60;45;73;55;80;69;36;45;50;55;60;69;73;80
24;1;39;18;24;12;31;19;15;7;58;51;38;21;7;15;19;21;31;38;51;58
15;21;31;1;0;41;6;37;19;57;16;64;-17;29;-17;6;16;19;29;37;57;64
21;10;1;6;24;48;34;56;18;57;18;37;24;41;18;18;24;34;37;41;56;57
44;23;33;35;47;16;86;43;67;39;76;42;70;32;32;39;42;43;67;70;76;86
19;4;21;25;20;30;24;35;4;28;41;41;37;43;4;24;28;35;37;41;41;43
43;32;34;19;2;3;42;36;15;19;16;23;10;15;10;15;15;16;19;23;36;42
32;27;43;39;1;20;32;43;28;38;24;56;27;58;24;27;28;32;38;43;56;58
47;35;34;28;17;4;53;41;43;26;48;24;35;15;15;24;26;35;41;43;48;53
35;24;36;47;9;39;29;74;16;63;42;67;51;74;16;29;42;51;63;67;74;74
21;35;22;11;28;18;29;31;54;51;48;29;38;17;17;29;29;31;38;48;51;54
27;13;44;11;37;26;57;44;48;20;80;50;45;19;19;20;44;45;48;50;57;80
37;35;3;39;9;12;46;30;33;44;0;-3;32;42;-3;0;30;32;33;42;44;46
26;11;42;26;1;22;23;30;-7;22;39;57;24;39;-7;22;23;24;30;39;39;57
38;48;5;10;39;16;59;49;79;52;40;11;35;16;11;16;35;40;49;52;59;79
14;10;41;46;45;24;45;32;41;33;86;51;86;54;32;33;41;45;51;54;86;86
21;25;5;43;18;27;34;30;40;51;11;13;54;65;11;13;30;34;40;51;54;65
20;40;21;40;29;34;37;39;53;69;33;53;51;68;33;37;39;51;53;53;68;69
24;25;0;4;1;6;12;26;21;11;-4;-13;3;-9;-13;-9;-4;3;11;12;21;26
30;30;41;18;36;34;60;63;61;51;69;65;46;45;45;46;51;60;61;63;65;69
38;46;2;22;37;0;58;27;69;37;20;-17;41;13;-17;13;20;27;37;41;58;69
42;15;5;16;15;18;45;44;27;21;16;21;31;23;16;21;21;23;27;31;44;45
1;31;1;15;45;29;37;10;68;57;41;28;58;32;10;28;32;37;41;57;58;68
22;36;34;18;42;22;58;35;73;45;73;54;57;40;35;40;45;54;57;58;73;73
2;3;33;43;6;28;0;21;8;19;21;43;48;53;0;8;19;21;21;43;48;53
27;38;31;2;40;15;67;31;64;33;70;31;23;3;3;23;31;31;33;64;67;70
37;2;11;42;30;6;64;26;18;6;32;11;62;41;6;11;18;26;32;41;62;64
15;17;23;0;41;8;54;18;54;9;63;23;31;8;8;9;18;23;31;54;54;63
13;5;30;43;41;25;40;32;34;13;71;52;83;58;13;32;34;40;52;58;71;83
47;0;23;27;48;1;88;33;35;1;70;14;63;23;1;14;23;33;35;63;70;88
15;36;41;24;5;7;1;10;33;36;45;43;19;22;1;10;19;22;33;36;43;45
39;19;26;13;15;36;35;71;34;43;32;59;24;46;24;32;34;35;43;46;59;71
35;30;29;8;12;23;32;55;37;39;34;45;9;30;9;30;32;34;37;39;45;55
8;49;8;3;38;9;42;2;83;40;46;7;38;-2;-2;2;7;38;40;42;46;83
27;35;28;2;4;5;16;21;22;34;24;20;0;-4;-4;0;16;20;21;22;24;34
18;6;13;28;23;46;26;59;25;43;33;45;33;58;25;26;33;33;43;45;58;59
44;14;2;45;20;23;56;57;32;23;18;6;53;64;6;18;23;32;53;56;57;64
3;17;18;11;49;18;41;11;56;35;63;17;56;21;11;17;21;35;41;56;56;63
39;42;20;24;25;25;53;46;61;64;43;36;49;35;35;36;43;46;49;53;61;64
7;13;28;38;26;5;19;-8;20;10;34;26;49;33;-8;10;19;20;26;33;34;49
23;14;20;3;3;26;16;41;3;39;18;28;5;13;3;5;13;16;18;28;39;41
17;18;48;20;14;45;20;45;25;57;57;91;20;63;20;20;25;45;57;57;63;91
3;8;23;5;12;9;4;5;19;10;19;30;11;4;4;4;5;10;11;19;19;30
29;40;27;36;28;11;44;27;64;50;41;25;59;38;25;27;38;41;44;50;59;64
3;40;26;28;2;35;-1;32;25;57;20;56;14;49;-1;14;20;25;32;49;56;57
3;5;5;18;38;13;27;14;36;6;34;16;56;16;6;14;16;16;27;34;36;56
5;7;29;8;41;47;26;44;29;51;59;76;41;40;26;29;40;41;44;51;59;76
1;1;22;14;45;42;34;30;31;42;57;48;59;47;30;31;34;42;47;48;57;59
5;27;38;22;32;39;35;28;51;66;55;66;54;50;28;35;50;51;54;55;66;66
46;29;39;36;10;48;52;84;21;62;31;71;27;69;21;27;31;52;62;69;71;84
2;46;30;15;7;46;9;36;37;79;25;71;12;56;9;12;25;36;37;56;71;79
24;6;10;11;29;3;46;26;32;8;35;6;38;9;6;8;9;26;32;35;38;46
5;27;29;36;9;5;-6;-9;18;25;36;19;34;28;-9;-6;18;19;25;28;34;36
23;4;39;10;26;48;49;51;30;32;58;87;24;58;24;30;32;49;51;58;58;87
48;20;18;39;3;11;39;48;15;25;21;29;39;33;15;21;25;29;33;39;39;48
8;41;24;47;33;3;40;-3;56;41;38;10;61;48;-3;10;38;40;41;48;56;61
27;42;31;36;33;21;54;37;63;59;50;36;54;44;36;37;44;50;54;54;59;63
46;7;45;45;36;41;75;69;34;36;73;69;63;74;34;36;63;69;69;73;74;75
32;1;37;31;33;21;62;41;26;6;55;50;44;42;6;26;41;42;44;50;55;62
49;21;2;36;13;35;59;84;25;46;1;29;46;58;1;25;29;46;46;58;59;84
48;8;44;24;17;16;58;63;6;23;47;47;22;38;6;22;23;38;47;47;58;63
39;38;35;10;42;9;71;45;68;47;65;38;35;18;18;35;38;45;47;65;68;71
