q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;q1p3;s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
36;15;39;13;46;44;3;44;66;69;30;79;50;52;15;53;80;81;35;81;56;37;8;46;8;15;30;35;37;46;50;52;53;56;66;69;79;80;81;81
28;39;44;47;10;29;20;32;24;47;47;48;43;56;58;54;50;56;49;70;43;65;57;60;24;43;43;47;47;48;49;50;54;56;56;57;58;60;65;70
33;41;42;8;20;7;7;10;37;26;27;41;53;31;39;48;62;40;39;50;28;9;9;11;9;9;11;26;27;28;31;37;39;39;40;41;48;50;53;62
17;11;43;41;26;4;10;38;28;19;19;47;18;8;6;32;52;34;53;70;52;29;45;77;6;8;18;19;19;28;29;32;34;45;47;52;52;53;70;77
36;21;7;2;47;21;15;27;77;45;51;52;64;32;27;39;41;8;7;20;41;14;15;25;7;8;14;15;20;25;27;32;39;41;41;45;51;52;64;77
24;28;21;24;48;41;31;36;72;47;38;41;75;67;42;47;68;49;34;56;61;47;43;43;34;38;41;42;43;43;47;47;47;49;56;61;67;68;72;75
33;29;12;22;6;42;41;39;35;56;71;61;22;63;66;49;16;40;38;38;23;46;59;47;16;22;23;35;38;38;40;46;47;49;56;59;61;63;66;71
6;7;19;4;40;0;18;6;31;-1;7;-5;28;0;5;-7;50;16;31;14;28;-11;22;-8;-11;-8;-7;-5;-1;0;5;7;14;16;22;28;28;31;31;50
23;38;34;39;29;3;43;29;40;24;50;44;48;32;77;49;57;31;59;58;60;24;71;65;24;24;31;32;40;44;48;49;50;57;58;59;60;65;71;77
8;40;38;36;13;9;43;6;7;14;37;5;53;44;82;42;41;38;79;44;39;28;79;40;5;7;14;28;37;38;39;40;41;42;44;44;53;79;79;82
26;35;14;2;44;16;10;20;54;29;32;42;68;31;27;35;45;25;10;17;42;0;-4;13;-4;0;10;13;17;25;27;29;31;32;35;42;42;45;54;68
34;10;35;6;34;17;5;35;61;44;25;54;29;22;-2;28;60;44;40;59;21;7;-3;40;-3;-2;7;21;22;25;28;29;40;40;44;44;54;59;60;61
15;27;4;36;28;9;29;15;43;21;41;26;38;33;48;32;32;0;21;15;56;34;57;44;0;15;21;21;26;32;32;33;34;38;41;43;44;48;56;57
34;31;3;40;47;17;44;47;79;48;67;75;62;44;72;78;39;12;39;32;72;52;66;86;12;32;39;39;44;48;52;62;66;67;72;72;75;78;79;86
10;26;16;47;2;8;16;6;6;14;16;-2;27;23;30;28;1;17;16;7;46;37;44;48;-2;1;6;7;14;16;16;17;23;27;28;30;37;44;46;48
34;43;49;26;43;7;43;15;74;40;66;49;85;32;73;42;80;44;88;44;68;13;60;22;13;22;32;40;42;44;44;49;60;66;68;73;74;80;85;88
12;39;49;16;7;17;49;3;19;13;43;-2;39;46;69;23;44;62;95;52;11;24;60;1;-2;1;11;13;19;23;24;39;43;44;46;52;60;62;69;95
39;17;45;5;15;14;12;9;34;33;47;38;29;21;9;15;52;59;52;54;16;10;14;5;5;9;10;14;15;16;21;29;33;34;38;47;52;52;54;59
38;16;30;46;37;30;22;29;69;49;58;56;46;41;23;44;48;58;50;48;68;71;67;60;23;41;44;46;48;48;49;50;56;58;58;60;67;68;69;71
33;4;17;38;34;27;5;48;54;58;21;62;23;16;-8;39;43;31;2;53;56;58;26;78;-8;2;16;21;23;26;31;39;43;53;54;56;58;58;62;78
28;43;28;38;22;24;0;9;37;41;18;22;61;53;41;51;34;36;11;25;52;51;22;31;11;18;22;22;25;31;34;36;37;41;41;51;51;52;53;61
24;41;2;37;1;24;20;28;10;40;36;51;40;45;55;68;-2;8;22;20;18;60;39;58;-2;8;10;18;20;22;36;39;40;40;45;51;55;58;60;68
45;38;15;9;24;18;29;21;56;55;70;56;46;43;61;49;34;31;38;22;13;25;30;27;13;22;25;27;30;31;34;38;43;46;49;55;56;56;61;70
33;36;37;1;26;47;32;23;52;73;54;46;46;80;51;49;55;73;58;40;19;28;29;15;15;19;28;29;40;46;46;49;51;52;54;55;58;73;73;80
44;11;34;34;30;16;49;1;65;47;88;25;40;18;56;-2;49;30;64;21;63;48;73;31;-2;18;21;25;30;31;40;47;48;49;56;63;64;65;73;88
47;2;23;17;37;31;22;34;79;65;65;64;36;29;7;26;48;48;36;51;41;38;32;33;7;26;29;32;33;36;36;38;41;48;48;51;64;65;65;79
45;17;31;47;35;4;40;12;77;46;71;53;38;13;45;17;51;19;59;24;76;32;74;54;13;17;19;24;32;38;45;46;51;53;54;59;71;74;76;77
29;22;24;24;2;43;7;40;21;69;34;67;8;53;29;61;16;57;14;58;18;52;28;62;8;14;16;18;21;28;29;34;52;53;57;58;61;62;67;69
6;35;48;11;8;13;15;11;13;12;9;17;30;39;36;45;46;59;58;55;1;18;21;10;1;9;10;12;13;17;18;21;30;36;39;45;46;55;58;59
22;3;26;44;32;33;27;0;51;42;35;3;33;21;29;1;57;45;41;13;69;70;53;24;1;3;13;21;24;29;33;35;41;42;45;51;53;57;69;70
1;4;42;25;28;32;13;30;24;23;-2;30;13;33;-3;32;66;57;42;60;52;47;28;54;-3;-2;13;23;24;28;30;32;33;42;47;52;54;57;60;66
10;3;11;6;1;47;28;15;-5;40;31;14;-14;39;28;6;-8;49;29;21;2;49;26;21;-14;-8;-5;2;6;14;21;21;26;28;29;31;39;40;49;49
28;36;40;23;39;31;8;42;63;48;19;57;66;52;34;77;60;68;43;70;49;53;12;49;12;19;34;43;48;49;49;52;53;57;60;63;66;68;70;77
21;3;28;20;30;22;3;23;43;25;12;26;21;20;5;24;40;46;26;36;39;22;6;43;5;6;12;20;21;22;24;25;26;26;36;39;40;43;43;46
28;44;46;38;26;33;36;38;38;44;63;66;65;65;78;65;69;67;74;78;63;70;55;71;38;44;55;63;63;65;65;65;66;67;69;70;71;74;78;78
4;46;30;27;1;27;27;35;-2;27;11;22;47;68;61;62;31;42;46;51;28;40;49;57;-2;11;22;27;28;31;40;42;46;47;49;51;57;61;62;68
23;20;4;33;17;16;7;42;27;27;21;64;31;24;13;50;10;18;-4;30;46;46;30;57;-4;10;13;18;21;24;27;27;30;30;31;46;46;50;57;64
2;44;31;45;30;25;40;14;17;21;28;16;57;58;83;42;57;45;56;42;57;66;75;50;16;17;21;28;42;42;45;50;56;57;57;57;58;66;75;83
3;4;21;19;23;29;21;4;15;24;18;-3;20;19;16;0;31;45;42;9;40;36;37;6;-3;0;6;9;15;16;18;19;20;24;31;36;37;40;42;45
44;31;42;33;0;49;30;3;27;89;62;32;31;62;59;24;35;75;52;39;26;77;45;29;24;26;27;29;31;32;35;39;45;52;59;62;62;75;77;89
36;40;49;30;19;11;38;7;54;35;60;38;55;50;63;28;63;44;80;54;30;22;59;18;18;22;28;30;35;38;44;50;54;54;55;59;60;63;63;80
20;4;35;49;19;6;6;18;28;26;25;34;20;-10;0;20;51;22;28;47;61;46;48;50;-10;0;20;20;22;25;26;28;28;34;46;47;48;50;51;61
33;18;45;3;1;35;33;26;28;53;52;46;16;35;36;37;34;77;69;54;-10;25;33;19;-10;16;19;25;28;33;34;35;36;37;46;52;53;54;69;77
38;37;36;10;46;47;9;39;73;84;37;66;74;65;30;63;79;64;35;75;51;53;13;48;13;30;35;37;48;51;53;63;64;65;66;73;74;75;79;84
24;9;33;20;18;22;47;8;41;43;54;24;22;18;54;9;31;44;61;26;21;26;55;16;9;16;18;21;22;24;26;26;31;41;43;44;54;54;55;61
33;29;8;5;49;36;36;35;69;69;61;56;76;57;49;62;39;30;37;27;48;40;21;23;21;23;27;30;37;39;40;48;49;56;57;61;62;69;69;76
24;3;6;41;12;38;43;46;32;54;52;61;14;22;29;38;7;38;44;48;37;79;75;79;7;14;22;29;32;37;38;38;44;48;52;54;61;75;79;79
46;40;49;9;38;44;4;40;67;90;45;70;73;79;26;67;87;82;41;74;46;44;3;47;3;26;41;44;45;46;47;67;67;70;73;74;79;82;87;90
46;0;20;7;34;32;9;6;76;67;39;44;32;18;0;-5;44;32;25;15;30;31;14;12;-5;0;12;14;15;18;25;30;31;32;32;39;44;44;67;76
1;12;27;34;33;17;48;47;18;3;39;47;36;12;59;53;42;32;57;66;64;32;79;72;3;12;18;32;32;36;39;42;47;53;57;59;64;66;72;79
11;49;26;38;11;49;23;18;14;46;15;27;49;83;57;55;35;68;31;32;43;71;45;42;14;15;27;31;32;35;42;43;45;46;49;55;57;68;71;83
3;12;13;33;39;1;25;32;42;-9;12;30;38;1;21;42;35;13;29;44;68;22;47;58;-9;1;12;13;21;22;29;30;35;38;42;42;44;47;58;68
11;46;43;42;23;12;35;35;21;10;35;41;52;56;70;68;53;46;64;75;56;50;68;74;10;21;35;41;46;50;52;53;56;56;64;68;68;70;74;75
48;26;5;3;19;46;13;43;59;75;46;73;42;56;25;60;21;48;16;47;7;47;6;32;6;7;16;21;25;32;42;46;47;47;48;56;59;60;73;75
0;40;37;0;14;27;32;2;14;27;16;-17;37;52;58;24;32;52;56;23;2;24;15;-17;-17;-17;2;14;15;16;23;24;24;27;32;37;52;52;56;58
28;13;17;15;9;4;31;2;27;31;45;22;21;9;25;1;14;21;34;3;8;17;40;5;1;3;5;8;9;14;17;21;21;22;25;27;31;34;40;45
12;34;4;21;24;30;6;15;32;24;7;22;40;56;27;46;13;23;-6;4;39;44;18;31;-6;4;7;13;18;22;23;24;27;31;32;39;40;44;46;56
43;12;35;0;22;29;14;4;54;65;51;45;30;41;15;-4;40;59;40;23;13;21;-3;-4;-4;-4;-3;13;15;21;23;30;40;40;41;45;51;54;59;65
4;28;44;9;16;43;28;18;20;32;14;7;37;64;52;44;53;67;70;52;7;35;19;19;7;7;14;19;19;20;32;35;37;44;52;52;53;64;67;70
15;15;32;42;47;36;44;45;45;48;40;45;58;51;46;54;74;56;72;61;84;74;74;75;40;45;45;46;48;51;54;56;58;61;72;74;74;74;75;84
39;17;15;15;23;12;28;46;50;47;57;70;35;24;27;47;25;13;29;47;28;19;32;49;13;19;24;25;27;28;29;32;35;47;47;47;49;50;57;70
1;14;9;27;13;31;5;36;8;31;-1;27;22;27;18;36;5;34;-5;26;22;53;25;57;-5;-1;5;8;18;22;22;25;26;27;27;31;34;36;53;57
30;41;0;15;38;36;42;37;51;48;64;67;74;76;69;69;35;33;41;34;42;42;45;39;33;34;35;39;41;42;42;45;48;51;64;67;69;69;74;76
45;16;46;5;29;30;23;36;71;63;59;75;34;37;39;40;73;71;56;66;18;26;27;36;18;26;27;34;36;37;39;40;56;59;63;66;71;71;73;75
9;40;2;45;19;4;46;30;27;7;40;30;55;42;66;66;3;-6;31;12;54;46;89;71;-6;3;7;12;27;30;31;40;42;46;54;55;66;66;71;89
11;20;0;28;18;41;34;35;22;51;42;32;29;54;53;40;1;28;27;19;44;58;47;63;1;19;22;27;28;29;32;40;42;44;47;51;53;54;58;63
3;44;29;49;31;30;42;17;34;26;26;10;62;54;83;43;44;57;66;34;80;67;77;62;10;26;26;34;34;43;44;54;57;62;62;66;67;77;80;83
6;5;27;28;37;4;19;14;26;10;15;1;37;-2;13;8;51;12;41;30;46;23;36;42;-2;1;8;10;12;13;15;23;26;30;36;37;41;42;46;51
18;15;43;19;2;37;31;22;0;35;32;33;13;34;33;28;40;79;68;48;8;43;37;35;0;8;13;28;32;33;33;34;35;35;37;40;43;48;68;79
31;24;37;31;18;8;17;2;42;32;34;32;37;19;39;6;35;38;44;27;38;39;37;31;6;19;27;31;32;32;34;35;37;37;38;38;39;39;42;44
6;47;17;10;37;9;46;13;25;-4;40;10;76;36;85;57;51;26;43;15;41;0;40;14;-4;0;10;14;15;25;26;36;40;40;41;43;51;57;76;85
29;31;9;19;22;5;8;40;38;15;30;52;49;35;34;66;14;11;14;29;41;21;12;42;11;12;14;14;15;21;29;30;34;35;38;41;42;49;52;66
24;48;32;19;24;45;15;24;48;66;33;45;61;81;57;52;54;59;28;49;25;56;20;41;20;25;28;33;41;45;48;49;52;54;56;57;59;61;66;81
21;3;8;10;26;42;16;9;32;54;17;22;26;34;7;4;30;33;24;13;19;42;10;7;4;7;7;10;13;17;19;22;24;26;30;32;33;34;42;54
7;24;17;22;46;13;35;9;34;13;33;-2;67;35;53;32;61;19;47;24;68;17;46;24;-2;13;17;19;24;24;32;33;34;35;46;47;53;61;67;68
38;42;35;41;47;47;3;34;83;72;30;56;79;75;40;74;72;67;22;61;88;81;41;67;22;30;40;41;56;61;67;67;72;72;74;75;79;81;83;88
43;1;46;7;7;34;30;23;38;64;61;64;-11;26;26;15;41;67;71;68;5;27;19;10;-11;5;10;15;19;26;26;27;38;41;61;64;64;67;68;71
16;16;46;48;45;38;25;44;42;51;30;46;52;35;38;59;75;70;68;80;91;86;73;92;30;35;38;42;46;51;52;59;68;70;73;75;80;86;91;92
14;37;7;29;21;11;31;27;35;20;27;29;42;36;63;48;11;1;19;24;38;39;53;55;1;11;19;20;24;27;29;35;36;38;39;42;48;53;55;63
41;12;1;0;41;38;37;31;77;70;76;69;38;44;44;28;31;19;29;16;36;19;28;14;14;16;19;19;28;28;29;31;36;38;44;44;69;70;76;77
17;38;30;5;19;41;36;35;24;56;37;32;38;65;58;59;29;57;50;52;18;29;27;34;18;24;27;29;29;32;34;37;38;50;52;56;57;58;59;65
35;24;16;15;41;32;34;5;69;55;68;34;51;40;54;12;47;44;48;8;51;42;31;0;0;8;12;31;34;40;42;44;47;48;51;51;54;55;68;69
36;25;6;30;17;31;2;5;45;48;34;26;24;38;17;15;10;31;4;-7;30;46;22;34;-7;4;10;15;17;22;24;26;30;31;34;34;38;45;46;48
32;37;34;23;1;21;31;2;29;41;55;16;33;48;53;35;32;35;63;32;5;41;40;23;5;16;23;29;32;32;33;35;35;40;41;41;48;53;55;63
2;49;1;43;26;14;40;30;24;-3;38;30;57;53;87;69;23;13;36;21;68;55;64;58;-3;13;21;23;24;30;36;38;53;55;57;58;64;68;69;87
34;7;34;4;36;14;10;40;70;41;30;62;27;1;9;29;51;30;32;55;31;16;-6;35;-6;1;9;16;27;29;30;30;31;32;35;41;51;55;62;70
13;17;46;13;3;10;16;12;0;5;16;21;15;10;27;29;46;41;59;57;13;17;24;15;0;5;10;13;15;15;16;17;21;24;27;29;41;46;57;59
47;6;2;37;31;33;2;48;58;73;40;88;24;19;-5;39;32;25;-9;47;58;66;25;80;-9;-5;19;24;25;25;32;39;40;47;58;58;66;73;80;88
23;39;17;28;27;6;47;9;40;25;66;17;59;41;77;35;28;21;55;18;50;23;59;26;17;18;21;23;25;26;28;35;40;41;50;55;59;59;66;77
10;16;33;10;32;14;25;42;23;12;19;42;45;21;30;45;50;35;58;75;40;18;17;47;12;17;18;19;21;23;30;35;40;42;45;45;47;50;58;75
5;24;28;12;0;47;7;9;-9;45;11;3;23;53;21;15;17;69;35;37;-2;58;1;4;-9;-2;1;3;4;11;15;17;21;23;35;37;45;53;58;69
4;1;7;38;2;19;29;23;-1;9;31;18;3;3;22;24;8;16;28;26;21;48;50;44;-1;3;3;8;9;16;18;21;22;24;26;28;31;44;48;50
43;46;24;25;38;44;6;36;78;80;31;61;65;85;41;64;59;60;22;47;60;50;25;50;22;25;31;41;47;50;50;59;60;60;61;64;65;78;80;85
15;42;34;12;41;39;33;29;50;43;29;35;68;72;62;67;71;56;51;48;50;32;42;32;29;32;32;35;42;43;48;50;50;51;56;62;67;68;71;72
14;3;19;22;27;26;37;35;36;20;42;44;13;28;40;27;39;43;49;49;46;29;40;50;13;20;27;28;29;36;39;40;40;42;43;44;46;49;49;50
33;27;10;44;31;22;39;22;50;44;53;44;42;47;64;37;30;18;49;20;66;52;69;59;18;20;30;37;42;44;44;47;49;50;52;53;59;64;66;69
14;47;34;40;40;5;8;7;35;17;15;9;77;39;35;48;72;19;25;32;75;45;43;32;9;15;17;19;25;32;32;35;35;39;43;45;48;72;75;77
12;36;48;9;32;22;43;17;40;33;50;26;60;45;77;41;66;69;78;53;33;28;37;26;26;26;28;33;33;37;40;41;45;50;53;60;66;69;77;78
7;36;41;28;43;17;11;33;41;14;13;38;77;43;45;60;79;53;33;60;56;39;28;50;13;14;28;33;38;39;41;43;45;50;53;56;60;60;77;79
10;16;17;18;7;40;48;18;9;42;45;27;5;54;58;29;7;51;54;25;6;47;47;36;5;6;7;9;25;27;29;36;42;45;47;47;51;54;54;58
4;18;34;4;10;48;49;0;6;32;47;-13;26;58;56;15;41;77;75;32;12;45;42;-11;-13;-11;6;12;15;26;32;32;41;42;45;47;56;58;75;77
31;30;25;47;35;12;40;31;50;41;56;58;47;37;52;49;42;21;60;36;64;55;73;60;21;36;37;41;42;47;49;50;52;55;56;58;60;60;64;73
21;48;25;4;16;23;19;46;21;42;29;67;52;59;63;79;30;44;24;64;9;27;21;49;9;21;21;24;27;29;30;42;44;49;52;59;63;64;67;79
9;36;34;23;11;20;6;15;6;24;-2;15;46;55;39;46;31;42;26;29;29;41;10;34;-2;6;10;15;24;26;29;29;31;34;39;41;42;46;46;55
18;26;25;8;48;23;34;6;61;21;36;18;73;32;56;12;73;34;50;15;36;12;29;-1;-1;12;12;15;18;21;29;32;34;36;36;50;56;61;73;73
45;19;38;17;37;13;45;47;79;56;77;75;44;13;53;57;58;50;64;80;52;19;50;62;13;19;44;50;50;52;53;56;57;58;62;64;75;77;79;80
7;45;48;35;23;18;43;13;17;22;49;4;59;50;77;55;64;64;77;45;47;33;65;34;4;17;22;33;34;45;47;49;50;55;59;64;64;65;77;77
35;5;4;47;7;44;34;16;36;64;53;41;-5;33;28;3;4;33;30;10;54;74;65;61;-5;3;4;10;28;30;33;33;36;41;53;54;61;64;65;74
39;1;15;19;45;36;3;27;71;69;26;54;46;18;-4;25;59;35;2;27;44;50;11;36;-4;2;11;18;25;26;27;35;36;44;46;50;54;59;69;71
14;40;34;49;36;31;39;33;44;42;46;44;61;68;76;57;57;47;65;65;77;64;88;65;42;44;44;46;47;57;57;61;64;65;65;65;68;76;77;88
48;36;0;14;38;27;38;14;75;57;75;57;55;58;66;35;27;14;19;0;33;21;46;13;0;13;14;19;21;27;33;35;46;55;57;57;58;66;75;75
25;2;30;7;1;8;6;48;24;14;23;66;-12;3;1;37;26;26;34;60;-12;6;10;45;-12;-12;1;3;6;10;14;23;24;26;26;34;37;45;60;66
47;25;16;49;13;37;8;4;58;84;51;49;38;48;27;18;26;34;19;20;53;74;40;45;18;19;20;26;27;34;38;40;45;48;49;51;53;58;74;84
42;3;36;4;8;20;34;11;50;57;73;34;9;17;29;3;32;43;66;30;5;8;35;4;3;4;5;8;9;17;29;30;32;34;35;43;50;57;66;73
23;16;32;48;26;1;23;25;46;4;44;28;27;5;37;34;45;31;42;37;68;29;60;58;4;5;27;28;29;31;34;37;37;42;44;45;46;58;60;68
4;31;25;38;28;48;44;16;12;44;37;4;52;74;70;35;52;66;69;29;66;69;63;35;4;12;29;35;35;37;44;52;52;63;66;66;69;69;70;74
9;10;40;43;2;35;14;1;3;36;20;-2;-7;45;18;-6;28;72;42;36;32;60;41;31;-7;-6;-2;3;18;20;28;31;32;36;36;41;42;45;60;72
34;12;22;15;1;26;49;12;24;47;83;40;4;19;49;24;23;30;60;24;-2;31;49;21;-2;4;19;21;23;24;24;24;30;31;40;47;49;49;60;83
8;44;1;34;14;3;42;25;19;1;48;16;55;29;86;57;1;-9;36;23;31;28;59;58;-9;1;1;16;19;23;28;29;31;36;48;55;57;58;59;86
11;10;9;10;0;45;38;18;4;46;46;25;10;39;45;27;1;41;35;27;-5;48;41;28;-5;1;4;10;25;27;27;28;35;39;41;41;45;46;46;48
45;39;5;48;46;5;37;17;75;30;77;52;69;42;67;42;41;7;24;22;77;51;81;56;7;22;24;30;41;42;42;51;52;56;67;69;75;77;77;81
24;4;16;25;43;43;28;19;63;62;35;35;43;36;18;6;44;48;40;18;60;60;41;27;6;18;18;27;35;35;36;40;41;43;44;48;60;60;62;63
34;11;31;17;43;18;38;44;73;45;67;63;42;10;36;52;62;31;63;75;41;25;54;59;10;25;31;36;41;42;45;52;54;59;62;63;63;67;73;75
12;10;1;24;28;12;28;4;21;10;26;5;33;20;24;-4;9;13;10;-1;45;30;48;23;-4;-1;5;9;10;10;13;20;21;23;24;26;30;33;45;48
39;12;34;4;35;6;49;44;61;37;77;83;39;-2;46;44;68;35;77;76;27;-6;48;39;-6;-2;27;35;37;39;39;44;46;48;61;68;76;77;77;83
10;0;0;26;8;49;15;32;16;43;25;41;-7;41;7;25;6;33;12;29;24;68;35;54;-7;6;7;12;16;24;25;25;29;33;35;41;41;43;54;68
11;10;2;37;13;42;27;8;12;43;20;19;15;37;18;3;-3;35;28;2;45;59;55;40;-3;2;3;12;15;18;19;20;28;35;37;40;43;45;55;59
17;36;38;30;36;19;18;37;53;19;22;41;61;41;46;59;64;56;36;70;49;38;36;65;19;22;36;36;38;41;41;46;49;53;56;59;61;64;65;70
38;2;40;11;21;7;26;1;41;42;55;34;14;6;14;0;52;29;66;22;19;3;26;-6;-6;0;3;6;14;14;19;22;26;29;34;41;42;52;55;66
0;15;14;27;17;10;39;39;11;-2;32;26;25;21;45;52;29;16;33;43;29;27;60;52;-2;11;16;21;25;26;27;29;29;32;33;43;45;52;52;60
6;27;31;40;45;17;5;35;50;13;4;32;71;37;27;43;67;42;17;55;73;37;42;62;4;13;17;27;32;37;37;42;42;43;50;55;62;67;71;73
39;37;6;23;41;34;15;8;79;53;39;44;61;65;50;35;27;32;3;12;53;57;27;27;3;12;27;27;27;32;35;39;44;50;53;53;57;61;65;79
40;25;17;35;20;30;10;20;47;56;41;54;40;53;23;42;27;39;19;34;42;63;31;37;19;23;27;31;34;37;39;40;41;42;42;47;53;54;56;63
18;22;14;20;33;39;38;12;35;38;43;23;39;54;48;25;46;44;49;20;39;40;54;14;14;20;23;25;35;38;39;39;40;43;44;46;48;49;54;54
21;3;2;16;42;10;46;22;53;16;63;28;30;9;41;12;41;-5;45;18;48;17;44;26;-5;9;12;16;17;18;26;28;30;41;41;44;45;48;53;63
28;3;8;45;13;49;29;36;31;67;46;61;-1;38;21;19;9;42;30;35;38;79;74;74;-1;9;19;21;30;31;35;38;38;42;46;61;67;74;74;79
4;47;41;4;8;40;16;48;8;35;20;48;38;79;51;95;48;71;52;72;-2;41;5;37;-2;5;8;20;35;37;38;41;48;48;51;52;71;72;79;95
40;17;38;8;10;0;45;28;45;33;70;65;9;6;43;39;30;30;80;52;2;-8;42;26;-8;2;6;9;26;30;30;33;39;42;43;45;52;65;70;80
18;26;11;33;18;15;49;47;18;15;52;47;44;36;75;57;26;18;56;58;51;42;65;65;15;18;18;26;36;42;44;47;51;52;56;57;58;65;65;75
10;15;21;20;36;35;33;17;30;28;33;14;46;33;44;31;47;37;52;35;43;47;47;32;14;28;30;31;32;33;33;35;37;43;44;46;47;47;47;52
42;27;3;11;21;0;19;28;63;33;41;51;47;15;44;35;9;-1;17;29;28;-1;28;21;-1;-1;9;15;17;21;28;28;29;33;35;41;44;47;51;63
14;29;27;9;9;1;33;36;20;14;34;40;37;17;60;58;27;8;58;53;-2;-3;39;41;-3;-2;8;14;17;20;27;34;37;39;40;41;53;58;58;60
13;0;48;6;29;40;8;2;27;49;12;-5;15;28;-1;-14;57;84;48;33;32;32;6;-10;-14;-10;-5;-1;6;12;15;27;28;32;32;33;48;49;57;84
42;1;14;27;40;13;44;27;77;51;84;68;21;6;33;12;42;10;52;37;59;27;64;37;6;10;12;21;27;33;37;37;42;51;52;59;64;68;77;84
13;27;3;24;36;32;49;43;42;38;46;51;57;59;63;70;37;27;47;44;56;48;60;52;27;37;38;42;44;46;47;48;51;52;56;57;59;60;63;70
29;32;28;6;42;14;21;42;56;34;37;62;68;40;51;64;69;27;31;70;40;3;15;38;3;15;27;31;34;37;38;40;40;51;56;62;64;68;69;70
4;49;14;31;18;45;13;10;12;49;6;10;59;90;62;41;15;51;21;6;33;66;31;25;6;6;10;12;15;21;25;31;33;41;49;51;59;62;66;90
31;21;7;3;0;32;48;27;19;48;59;40;16;41;53;38;3;36;37;32;-14;25;37;29;-14;3;16;19;25;29;32;36;37;37;38;40;41;48;53;59
19;32;1;37;14;49;30;20;32;53;32;20;33;69;53;32;12;34;11;19;36;68;57;52;11;12;19;20;32;32;32;33;34;36;52;53;53;57;68;69
45;8;38;38;17;32;4;4;50;68;35;37;21;36;12;9;40;66;26;24;38;61;30;26;9;12;21;24;26;26;30;35;36;37;38;40;50;61;66;68
9;7;15;7;6;24;49;28;6;31;40;25;-1;24;56;15;15;31;48;26;13;21;56;24;-1;6;13;15;15;21;24;24;25;26;31;31;40;48;56;56
30;6;30;5;18;19;7;22;36;34;27;32;16;15;8;9;37;47;17;52;18;12;8;25;8;8;9;12;15;16;17;18;25;27;32;34;36;37;47;52
27;37;42;25;38;23;2;44;59;39;11;52;59;53;25;72;61;47;44;81;49;36;19;59;11;19;25;36;39;44;47;49;52;53;59;59;59;61;72;81
39;28;16;8;49;25;33;11;73;55;52;49;62;51;55;30;49;21;43;25;57;13;30;7;7;13;21;25;30;30;43;49;49;51;52;55;55;57;62;73
14;39;25;23;27;35;4;7;32;49;18;7;54;56;37;30;47;56;10;23;41;52;10;24;7;10;10;18;23;24;30;32;37;41;47;49;52;54;56;56
11;4;31;38;32;39;32;3;30;45;37;12;31;37;24;-4;59;60;49;19;66;72;53;28;-4;12;19;24;28;30;31;37;37;45;49;53;59;60;66;72
7;16;35;7;16;17;14;44;5;24;12;43;28;28;20;51;41;37;37;65;6;13;3;35;3;5;6;12;13;20;24;28;28;35;37;37;41;43;51;65
24;25;19;48;47;4;20;2;67;10;36;21;70;22;42;24;48;11;32;2;83;35;57;42;2;10;11;21;22;24;32;35;36;42;42;48;57;67;70;83
39;40;3;35;25;18;0;28;54;55;35;67;56;46;39;50;16;17;-4;22;43;37;24;57;-4;16;17;22;24;35;37;39;43;46;50;54;55;56;57;67
22;13;15;13;0;5;3;8;2;21;20;28;4;-1;7;13;-4;3;1;8;11;15;14;9;-4;-1;1;2;3;4;7;8;9;11;13;14;15;20;21;28
24;16;25;17;36;26;41;4;60;32;51;19;40;33;51;12;49;31;59;21;52;38;56;9;9;12;19;21;31;32;33;38;40;49;51;51;52;56;59;60
8;0;8;13;45;14;43;47;45;14;39;44;29;8;42;44;35;12;50;47;48;26;52;41;8;12;14;26;29;35;39;41;42;44;44;45;47;48;50;52
36;35;17;45;45;43;31;3;80;71;53;33;69;75;55;31;57;58;32;19;88;78;59;42;19;31;32;33;42;53;55;57;58;59;69;71;75;78;80;88
44;30;35;17;19;10;23;12;59;37;50;41;30;23;51;36;36;26;44;34;19;24;26;15;15;19;23;24;26;26;30;34;36;36;37;41;44;50;51;59
43;32;19;11;40;14;32;31;79;50;62;62;64;37;47;58;40;17;34;37;36;9;35;35;9;17;34;35;35;36;37;37;40;47;50;58;62;62;64;79
6;10;44;30;8;37;15;20;-6;43;9;12;-2;33;23;21;51;61;40;63;21;67;36;38;-6;-2;9;12;21;21;23;33;36;38;40;43;51;61;63;67
4;21;27;40;43;3;47;8;43;2;50;6;44;8;48;20;65;26;65;29;69;31;84;30;2;6;8;20;26;29;30;31;43;44;48;50;65;65;69;84
48;48;7;33;26;33;35;10;55;71;67;41;63;80;67;43;30;20;36;13;47;49;68;43;13;20;30;36;41;43;43;47;49;55;63;67;67;68;71;80
10;0;22;18;5;6;2;49;-4;9;11;41;-5;-12;-13;31;15;13;20;71;21;8;20;60;-13;-12;-5;-4;8;9;11;13;15;20;20;21;31;41;60;71
