q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
27;5;47;20;30;12;10;49;32;31;28;2;12;59;40;40;31;15;15;2;12;15;15;28;31;31;32;40;40;49;59
10;7;41;7;9;33;34;7;26;42;7;23;30;49;57;75;15;33;31;7;7;15;23;26;30;31;33;42;49;57;75
18;27;28;33;35;25;35;52;29;33;45;35;59;46;47;62;58;41;59;29;33;35;41;45;46;47;52;58;59;59;62
2;8;27;1;2;21;43;-9;20;33;-5;9;46;16;34;57;-16;8;36;-16;-9;-5;8;9;16;20;33;34;36;46;57
38;44;5;25;44;31;17;82;57;48;75;71;45;34;24;15;62;55;23;15;23;24;34;45;48;55;57;62;71;75;82
47;39;42;6;32;40;4;77;84;39;52;60;25;61;66;42;22;26;-5;-5;22;25;26;39;42;52;60;61;66;77;84
39;22;49;43;35;33;9;60;55;35;56;55;18;76;63;41;58;59;49;18;35;41;49;55;55;56;58;59;60;63;76
8;3;47;45;42;15;17;42;20;13;42;0;6;76;61;53;71;51;44;0;6;13;20;42;42;44;51;53;61;71;76
12;17;24;44;11;19;19;15;27;23;26;25;19;26;37;39;41;57;46;15;19;23;25;26;26;27;37;39;41;46;57
21;22;0;25;9;29;13;11;45;19;18;44;15;-5;19;12;16;45;38;-5;11;12;15;16;18;19;19;38;44;45;45
10;11;1;12;31;27;32;29;34;22;22;31;24;13;26;24;34;39;34;13;22;22;24;24;26;29;31;34;34;34;39
41;42;40;49;47;36;27;82;62;58;70;74;50;82;57;63;77;80;65;50;57;58;62;63;65;70;74;77;80;82;82
40;17;35;9;15;24;18;45;52;40;27;39;27;33;50;35;16;30;21;16;21;27;27;30;33;35;39;40;45;50;52
48;0;36;2;3;26;21;46;65;62;-14;6;1;19;61;52;-1;20;16;-14;-1;1;6;16;19;20;46;52;61;62;65
1;37;16;3;47;2;1;32;0;-8;76;37;38;47;0;-3;49;-6;-9;-9;-8;-6;-3;0;0;32;37;38;47;49;76
22;18;37;27;2;12;1;16;19;13;5;19;17;25;41;22;13;19;14;5;13;13;14;16;17;19;19;19;22;25;41
31;0;5;23;6;41;3;23;58;28;-4;32;-7;-5;29;2;27;48;18;-7;-5;-4;2;18;23;27;28;29;32;48;58
11;20;8;15;7;30;23;7;22;30;11;30;43;0;36;26;22;28;25;0;7;11;22;22;25;26;28;30;30;36;43
32;37;1;10;46;49;29;77;71;51;69;70;47;45;35;28;53;43;23;23;28;35;43;45;47;51;53;69;70;71;77
44;22;1;23;42;22;23;79;53;63;62;36;30;27;7;23;46;31;36;7;23;27;30;31;36;36;46;53;62;63;79
20;20;20;48;28;16;16;28;32;25;45;29;32;44;19;17;59;44;56;17;19;25;28;29;32;32;44;44;45;56;59
49;38;42;27;4;0;34;36;44;82;29;22;55;37;29;74;12;17;45;12;17;22;29;29;36;37;44;45;55;74;82
20;36;46;18;34;38;32;49;44;36;68;61;64;67;81;59;36;49;45;36;36;44;45;49;49;59;61;64;67;68;81
1;7;33;26;20;16;23;12;-3;11;17;17;12;42;43;43;33;38;38;-3;11;12;12;17;17;33;38;38;42;43;43
32;10;45;22;27;1;7;43;13;23;37;-5;-1;55;43;51;38;21;9;-5;-1;9;13;21;23;37;38;43;43;51;55
6;27;28;30;34;29;32;22;19;30;53;44;51;62;37;49;54;40;54;19;22;30;37;40;44;49;51;53;54;54;62
26;30;2;48;23;16;28;40;39;35;44;42;58;5;-1;10;66;48;72;-1;5;10;35;39;40;42;44;48;58;66;72
30;36;35;47;29;32;1;52;56;19;63;65;21;54;51;16;61;61;42;16;19;21;42;51;52;54;56;61;61;63;65
2;22;39;39;21;15;32;12;11;15;42;32;54;58;48;69;54;51;58;11;12;15;32;42;48;51;54;54;58;58;69
0;19;19;19;46;47;35;28;37;16;46;62;47;54;55;36;52;65;38;16;28;36;37;38;46;47;52;54;55;62;65
7;14;34;24;19;41;13;25;35;10;27;40;27;36;63;45;26;58;33;10;25;26;27;27;33;35;36;40;45;58;63
45;38;18;18;13;7;41;42;33;73;36;33;70;19;12;43;16;6;57;6;12;16;19;33;33;36;42;43;57;70;73
30;46;2;30;7;41;21;28;51;41;45;83;61;4;33;22;30;68;47;4;22;28;30;33;41;45;47;51;61;68;83
41;11;9;3;1;31;49;28;55;70;-5;42;40;-2;23;56;1;18;32;-5;-2;1;18;23;28;32;40;42;55;56;70
43;19;38;7;1;34;33;25;66;64;0;46;48;24;64;63;5;27;25;0;5;24;25;25;27;46;48;63;64;64;66
35;16;44;5;31;44;32;48;76;63;34;51;30;59;80;69;22;45;30;22;30;30;34;45;48;51;59;63;69;76;80
22;47;9;46;3;5;49;16;26;52;48;36;93;-7;11;48;38;43;78;-7;11;16;26;36;38;43;48;48;52;78;93
37;49;35;48;49;44;41;85;78;77;94;83;90;84;59;63;91;80;77;59;63;77;77;78;80;83;84;85;90;91;94
40;17;13;7;39;18;43;79;54;80;41;18;54;52;26;41;42;22;50;18;22;26;41;41;42;50;52;54;54;79;80
39;10;45;39;22;45;42;47;68;73;25;46;44;67;82;85;42;83;66;25;42;44;46;47;66;67;68;73;82;83;85
34;13;18;15;20;12;1;36;45;16;28;12;-4;29;27;5;24;23;13;-4;5;12;13;16;23;24;27;28;29;36;45
40;31;15;42;25;19;28;50;59;52;41;32;52;33;33;37;62;48;69;32;33;33;37;41;48;50;52;52;59;62;69
21;42;37;2;14;25;39;22;28;55;43;57;81;51;57;61;4;21;37;4;21;22;28;37;43;51;55;57;57;61;81
47;17;0;35;41;28;48;78;72;83;56;28;52;21;16;45;75;56;68;16;21;28;45;52;56;56;68;72;75;78;83
0;10;26;13;14;18;47;-1;3;47;19;16;38;35;28;56;23;14;56;-1;3;14;16;19;23;28;35;38;47;56;56
6;5;18;1;40;14;23;32;8;24;37;9;18;38;15;30;22;11;22;8;9;11;15;18;22;22;24;30;32;37;38
8;19;9;34;2;40;26;-2;29;20;2;46;30;11;45;23;25;56;52;-2;2;11;20;23;25;29;30;45;46;52;56
16;4;23;33;27;30;21;38;35;31;27;31;25;31;46;26;55;49;35;25;26;27;31;31;31;35;35;38;46;49;55
9;26;42;37;36;2;19;44;-5;11;56;12;40;73;27;56;53;39;46;-5;11;12;27;39;40;44;46;53;56;56;73
48;21;24;20;31;38;27;75;76;65;32;48;32;48;56;47;35;49;38;32;32;35;38;47;48;48;49;56;65;75;76
5;35;40;28;30;1;17;19;-7;9;45;18;52;55;38;38;51;27;35;-7;9;18;19;27;35;38;38;45;51;52;55
37;2;43;43;36;19;47;66;46;72;25;15;30;76;62;85;66;49;86;15;25;30;46;49;62;66;66;72;76;85;86
20;22;11;4;10;14;1;20;23;17;13;33;16;14;13;9;2;14;-5;-5;2;9;13;13;14;14;16;17;20;23;33
34;20;18;45;7;6;29;33;27;44;23;6;34;5;21;43;52;32;72;5;6;21;23;27;32;33;34;43;44;52;72
21;12;45;4;38;16;6;45;20;12;45;23;11;71;41;35;37;4;-2;-2;4;11;12;20;23;35;37;41;45;45;71
24;34;5;31;21;3;30;28;20;39;50;28;50;17;-11;35;48;34;51;-11;17;20;28;28;34;35;39;48;50;50;51
22;45;14;14;46;5;29;48;18;33;75;30;68;42;16;27;52;6;24;6;16;18;24;27;30;33;42;48;52;68;75
1;1;4;49;31;26;27;19;24;21;12;27;12;31;10;19;60;75;72;10;12;12;19;19;21;24;27;31;60;72;75
48;25;20;14;19;4;48;52;37;81;40;28;69;21;16;50;28;0;54;0;16;21;28;28;37;40;50;52;54;69;81
33;45;38;0;11;6;45;37;35;69;40;35;85;46;32;73;-4;-5;32;-5;-4;32;32;35;35;37;40;46;69;73;85
22;3;14;5;36;14;21;39;29;26;25;3;22;30;18;31;24;14;24;3;14;18;22;24;24;25;26;29;30;31;39
20;7;13;30;1;4;34;16;19;43;-6;-1;29;9;11;39;15;18;64;-6;-1;9;11;15;16;18;19;29;39;43;64
42;45;0;20;22;40;17;61;75;39;51;81;53;11;33;2;27;60;30;2;11;27;30;33;39;51;53;60;61;75;81
39;16;35;42;39;34;5;75;63;32;55;41;17;57;49;27;61;56;44;17;27;32;41;44;49;55;56;57;61;63;75
32;14;36;49;31;38;28;54;69;55;25;40;39;54;73;52;61;84;72;25;39;40;52;54;54;55;61;69;72;73;84
23;22;32;42;9;14;17;12;35;34;28;19;21;35;40;43;34;53;54;12;19;21;28;34;34;35;35;40;43;53;54
0;40;4;48;2;28;10;-4;27;-6;39;65;38;-5;30;-2;50;74;56;-6;-5;-4;-2;27;30;38;39;50;56;65;74
18;44;5;30;29;38;20;39;39;32;61;65;53;18;28;18;43;48;30;18;18;28;30;32;39;39;43;48;53;61;65
44;32;38;22;10;36;42;36;80;66;34;52;69;40;74;65;21;54;54;21;34;36;40;52;54;54;65;66;69;74;80
19;34;16;25;31;45;39;46;60;50;46;65;69;28;42;46;38;50;61;28;38;42;46;46;46;50;50;60;61;65;69
16;36;34;36;19;1;42;26;2;49;37;29;66;45;25;72;49;35;75;2;25;26;29;35;37;45;49;49;66;72;75
19;35;17;22;48;47;35;52;54;47;64;82;57;64;63;50;60;51;37;37;47;50;51;52;54;57;60;63;64;64;82
15;46;23;31;18;49;20;13;46;25;48;78;47;39;56;30;30;63;35;13;25;30;30;35;39;46;47;48;56;63;78
4;3;31;48;7;8;38;7;-5;37;-9;5;31;32;39;54;48;37;82;-9;-5;5;7;31;32;37;37;39;48;54;82
40;9;49;13;23;42;33;47;80;62;18;40;37;68;90;79;26;54;35;18;26;35;37;40;47;54;62;68;79;80;90
1;44;35;4;30;3;23;21;0;15;62;46;54;49;29;41;17;-5;9;-5;0;9;15;17;21;29;41;46;49;54;62
40;31;28;14;17;17;48;48;49;87;40;41;68;35;27;64;30;19;59;19;27;30;35;40;41;48;49;59;64;68;87
38;8;46;43;21;19;15;42;38;33;18;26;14;65;49;59;44;42;53;14;18;26;33;38;42;42;44;49;53;59;65
13;32;36;44;41;38;46;40;41;47;59;63;78;69;66;62;72;78;88;40;41;47;59;62;63;66;69;72;78;78;88
48;9;45;18;11;0;7;45;29;41;17;2;14;38;33;37;11;4;18;2;4;11;14;17;18;29;33;37;38;41;45
41;17;44;47;41;22;27;66;63;51;49;37;34;83;58;52;68;49;72;34;37;49;49;51;52;58;63;66;68;72;83
19;37;14;17;49;5;40;68;8;39;78;36;73;54;11;53;56;2;38;2;8;11;36;38;39;53;54;56;68;73;78
37;20;5;2;38;33;19;60;50;47;48;46;23;42;30;14;38;33;1;1;14;23;30;33;38;42;46;47;48;50;60
44;36;35;26;38;4;0;69;46;30;68;35;28;67;19;18;44;12;19;12;18;19;19;28;30;35;44;46;67;68;69
18;23;5;33;11;42;21;29;50;30;29;59;28;-2;35;15;41;62;53;-2;15;28;29;29;30;35;41;50;53;59;62
40;33;30;11;38;13;24;64;39;55;59;28;45;66;41;37;40;11;30;11;28;30;37;39;40;41;45;55;59;64;66
48;27;24;31;49;31;30;94;73;71;65;55;57;59;42;50;77;52;56;42;50;52;55;56;57;59;65;71;73;77;94
8;13;23;35;17;25;27;6;28;32;15;22;26;32;44;44;41;53;61;6;15;22;26;28;32;32;41;44;44;53;61
27;20;41;33;1;34;36;17;60;63;4;38;39;33;56;69;14;65;67;4;14;17;33;38;39;56;60;63;65;67;69
16;30;39;29;38;32;2;37;29;16;61;49;12;73;61;35;58;54;13;12;13;16;29;35;37;49;54;58;61;61;73
3;28;37;41;18;23;18;11;9;16;45;46;31;37;54;42;46;64;41;9;11;16;31;37;41;42;45;46;46;54;64
43;5;4;3;4;15;45;37;55;82;3;18;40;-9;1;45;-13;8;47;-13;-9;1;3;8;18;37;40;45;47;55;82
3;30;17;21;0;7;3;-17;9;3;27;28;22;4;10;14;20;10;8;-17;3;4;8;9;10;10;14;20;22;27;28
28;36;8;2;34;26;39;49;46;65;62;53;64;25;23;38;23;21;22;21;22;23;23;25;38;46;49;53;62;64;65
31;25;21;42;16;48;28;29;64;39;37;71;38;32;69;37;47;88;57;29;32;37;37;38;39;47;57;64;69;71;88
49;7;23;10;5;26;43;36;71;74;-5;28;50;24;33;48;4;23;34;-5;4;23;24;28;33;34;36;48;50;71;74
7;19;0;6;9;25;27;0;29;30;27;30;33;3;13;23;-2;25;29;-2;0;3;13;23;25;27;29;29;30;30;33
6;19;47;6;36;45;40;41;49;33;49;48;44;68;85;71;38;35;27;27;33;35;38;41;44;48;49;49;68;71;85
46;32;8;36;1;21;40;47;64;77;19;37;71;6;29;48;37;43;71;6;19;29;37;37;43;47;48;64;71;71;77
24;38;47;16;29;11;28;42;31;44;48;47;61;67;54;58;41;18;30;18;30;31;41;42;44;47;48;54;58;61;67
42;0;30;20;22;11;2;56;45;28;5;-2;-1;37;23;12;26;29;20;-2;-1;5;12;20;23;26;28;29;37;45;56
39;1;19;9;15;1;13;44;26;42;7;-9;7;21;4;27;17;-4;19;-9;-4;4;7;7;17;19;21;26;27;42;44
24;6;27;27;47;41;18;64;56;24;52;44;14;74;55;28;71;56;28;14;24;28;28;44;52;55;56;56;64;71;74
30;12;22;43;10;12;24;29;35;35;12;5;29;16;17;32;41;35;51;5;12;16;17;29;29;32;35;35;35;41;51
39;24;42;5;22;49;24;45;81;44;44;67;44;64;77;48;8;45;18;8;18;44;44;44;45;45;48;64;67;77;81
30;15;43;43;15;0;41;45;12;64;19;1;42;58;27;80;43;34;73;1;12;19;27;34;42;43;45;58;64;73;80
29;0;6;37;28;36;18;50;62;30;28;29;-1;25;30;14;64;65;40;-1;14;25;28;29;30;30;40;50;62;64;65
9;4;8;44;39;26;35;44;21;30;26;26;33;46;27;35;73;67;74;21;26;26;27;30;33;35;44;46;67;73;74
17;39;41;35;42;49;31;46;60;47;68;83;52;64;84;58;76;68;60;46;47;52;58;60;60;64;68;68;76;83;84
47;0;48;31;12;6;19;43;41;51;12;-13;4;50;39;48;34;25;30;-13;4;12;25;30;34;39;41;43;48;50;51
2;42;14;33;19;45;44;21;40;26;51;73;84;30;57;52;49;58;69;21;26;30;40;49;51;52;57;58;69;73;84
43;43;1;31;18;28;4;42;69;34;55;53;28;8;18;-8;45;43;35;-8;8;18;28;34;35;42;43;45;53;55;69
1;13;15;12;38;33;39;25;16;33;47;39;34;50;42;52;30;45;51;16;25;30;33;34;39;42;45;47;50;51;52
46;26;36;36;45;24;48;85;63;92;60;37;74;81;52;69;66;53;81;37;52;53;60;63;66;69;74;81;81;85;92
25;37;27;7;48;14;5;69;20;26;83;33;22;61;22;27;52;1;-6;-6;1;20;22;22;26;27;33;52;61;69;83
28;14;14;25;48;6;12;57;20;28;62;3;20;49;11;6;71;12;21;3;6;11;12;20;20;21;28;49;57;62;71
21;35;3;24;48;24;6;50;34;12;69;47;30;46;15;6;67;45;24;6;12;15;24;30;34;45;46;47;50;67;69
6;17;38;38;1;14;46;-2;12;50;1;25;52;25;47;73;27;42;73;-2;1;12;25;25;27;42;47;50;52;73;73
17;30;19;32;23;12;47;34;21;59;45;26;74;22;26;61;42;40;70;21;22;26;26;34;40;42;45;59;61;70;74
3;31;36;19;39;25;26;29;28;12;66;51;48;61;47;43;51;33;38;12;28;29;33;38;43;47;48;51;51;61;66
47;49;19;7;34;10;43;78;40;71;63;58;88;41;18;44;32;15;48;15;18;32;40;41;44;48;58;63;71;78;88
35;34;22;11;5;28;32;30;53;65;39;49;46;12;30;45;-4;31;33;-4;12;30;30;31;33;39;45;46;49;53;65
17;31;44;35;16;45;43;14;48;44;41;67;62;48;87;85;40;70;75;14;40;41;44;48;48;62;67;70;75;85;87
31;31;6;24;43;43;38;65;60;53;55;74;60;42;37;28;61;65;59;28;37;42;53;55;59;60;60;61;65;65;74
34;12;4;9;31;31;19;47;54;35;41;40;22;35;35;8;22;36;26;8;22;22;26;35;35;35;36;40;41;47;54
10;33;46;32;23;26;10;31;19;20;50;42;38;56;69;39;37;56;40;19;20;31;37;38;39;40;42;50;56;56;69
33;8;41;7;32;22;22;61;47;54;29;19;11;55;62;58;25;27;20;11;19;20;25;27;29;47;54;55;58;61;62
29;22;5;39;17;2;43;26;25;62;24;16;64;7;-8;42;49;30;79;-8;7;16;24;25;26;30;42;49;62;64;79
43;34;17;35;48;8;42;79;48;74;71;32;68;62;12;49;74;42;68;12;32;42;48;49;62;68;68;71;74;74;79
15;38;12;4;19;13;42;18;22;45;56;51;70;18;22;43;21;16;39;16;18;18;21;22;22;39;43;45;51;56;70
0;31;10;45;12;29;13;10;29;-2;43;51;30;17;38;5;55;60;44;-2;5;10;17;29;30;38;43;44;51;55;60
11;1;46;17;16;19;17;20;11;8;12;0;6;62;58;52;17;36;33;0;6;8;11;12;17;20;33;36;52;58;62
13;36;34;37;17;25;0;25;19;5;38;56;29;33;57;22;53;49;30;5;19;22;25;29;30;33;38;49;53;56;57
32;47;46;8;41;16;30;53;38;42;75;47;69;68;47;64;43;22;25;22;25;38;42;43;47;47;53;64;68;69;75
17;9;17;9;5;14;23;14;17;34;7;16;24;13;23;20;3;13;12;3;7;12;13;13;14;16;17;20;23;24;34
43;40;24;35;14;40;22;39;72;57;50;77;51;19;59;36;32;55;46;19;32;36;39;46;50;51;55;57;59;72;77
12;7;9;15;27;16;16;29;17;23;24;7;4;30;10;6;29;12;13;4;6;7;10;12;13;17;23;24;29;29;30
24;16;10;22;13;34;26;19;43;47;29;42;41;21;33;30;35;48;40;19;21;29;30;33;35;40;41;42;43;47;48
29;9;8;3;25;8;28;48;27;54;23;11;31;17;13;24;19;11;16;11;11;13;16;17;19;23;24;27;31;48;54
16;40;23;2;31;17;12;37;18;10;54;50;35;38;31;17;19;14;-3;-3;10;14;17;18;19;31;35;37;38;50;54
24;14;46;20;9;38;46;17;46;52;5;40;43;44;81;81;9;46;64;5;9;17;40;43;44;46;46;52;64;81;81
20;25;19;11;25;8;14;34;17;28;36;21;31;38;16;32;21;5;6;5;6;16;17;21;21;28;31;32;34;36;38
35;9;13;27;25;26;8;46;54;33;32;28;9;33;39;8;50;51;20;8;9;20;28;32;33;33;39;46;50;51;54
12;11;32;43;7;9;11;11;12;15;15;0;19;19;38;24;35;41;42;0;11;12;15;15;19;19;24;35;38;41;42
32;39;26;4;26;14;24;52;41;56;51;50;59;50;22;41;18;17;21;17;18;21;22;41;41;50;50;51;52;56;59
3;20;17;21;37;9;34;22;11;20;55;11;50;43;11;51;56;16;50;11;11;11;16;20;22;43;50;50;51;55;56
14;32;17;19;29;32;32;25;40;37;50;44;48;44;29;44;42;39;39;25;29;37;39;39;40;42;44;44;44;48;50
39;30;35;13;37;28;19;58;57;39;63;50;44;68;45;51;32;29;27;27;29;32;39;44;45;50;51;57;58;63;68
2;25;40;47;39;24;44;22;17;32;62;42;59;75;48;67;80;57;87;17;22;32;42;48;57;59;62;67;75;80;87
6;20;13;2;13;11;38;4;12;25;17;30;58;19;4;43;-2;11;27;-2;4;4;11;12;17;19;25;27;30;43;58
14;7;8;25;41;49;27;43;59;38;32;36;26;31;54;23;63;67;42;23;26;31;32;36;38;42;43;54;59;63;67
17;4;37;11;23;36;5;35;49;8;13;27;-2;53;73;42;21;36;-1;-2;-1;8;13;21;27;35;36;42;49;53;73
47;39;8;18;37;32;6;83;68;51;67;58;27;38;35;1;41;43;13;1;13;27;35;38;41;43;51;58;67;68;83
21;27;39;3;30;4;7;39;11;28;38;15;25;66;31;28;26;-8;0;-8;0;11;15;25;26;28;28;31;38;39;66
33;19;23;20;26;1;31;42;34;62;41;12;43;49;16;44;28;8;40;8;12;16;28;34;40;41;42;43;44;49;62
16;5;37;39;25;41;3;36;53;10;22;37;-12;60;61;23;57;62;31;-12;10;22;23;31;36;37;53;57;60;61;62
40;4;47;37;4;45;38;43;70;73;-1;44;33;38;76;80;27;76;59;-1;27;33;38;43;44;59;70;73;76;76;80
44;23;20;15;41;16;9;84;58;51;59;37;24;47;24;23;54;30;13;13;23;24;24;30;37;47;51;54;58;59;84
38;24;19;19;0;10;37;29;47;70;11;22;61;13;28;53;19;15;47;11;13;15;19;22;28;29;47;47;53;61;70
8;5;46;36;47;49;33;54;44;23;36;54;28;75;91;60;66;68;57;23;28;36;44;54;54;57;60;66;68;75;91
31;14;25;9;13;34;33;37;56;64;18;35;36;20;48;39;17;43;28;17;18;20;28;35;36;37;39;43;48;56;64
46;21;37;33;5;8;9;41;34;45;18;18;18;26;26;32;30;40;26;18;18;18;26;26;26;30;32;34;40;41;45
8;29;18;14;38;44;24;45;37;30;57;70;50;52;53;22;41;50;35;22;30;35;37;41;45;50;50;52;53;57;70
20;18;24;7;44;24;27;64;27;33;57;32;31;64;38;34;32;18;22;18;22;27;31;32;32;33;34;38;57;64;64
22;34;35;32;20;1;11;27;7;21;42;25;38;36;17;28;46;26;30;7;17;21;25;26;27;28;30;36;38;42;46
25;18;15;23;44;6;24;61;14;38;51;6;31;59;14;35;49;15;42;6;14;14;15;31;35;38;42;49;51;59;61
11;38;48;19;33;4;36;29;-1;39;58;37;59;63;50;66;37;11;54;-1;11;29;37;37;39;50;54;58;59;63;66
34;24;14;38;27;28;30;44;60;48;43;37;46;40;37;39;62;51;62;37;37;39;40;43;44;46;48;51;60;62;62
5;46;15;24;7;41;20;8;38;17;34;73;52;6;42;30;29;59;26;6;8;17;26;29;30;34;38;42;52;59;73
19;18;1;32;43;26;44;54;42;60;61;37;44;39;24;31;64;40;74;24;31;37;39;40;42;44;54;60;61;64;74
37;28;1;44;23;38;34;43;59;51;37;58;62;18;20;34;52;74;67;18;20;34;37;43;51;52;58;59;62;67;74
19;47;16;13;15;6;38;18;8;57;44;38;68;16;18;39;27;4;48;4;8;16;18;18;27;38;39;44;48;57;68
4;35;9;16;25;33;46;12;29;33;46;60;70;25;26;36;23;47;56;12;23;25;26;29;33;36;46;47;56;60;70
5;47;44;7;22;32;42;27;31;43;68;59;79;66;64;81;17;36;40;17;27;31;36;40;43;59;64;66;68;79;81
43;17;11;17;16;48;21;55;85;51;22;46;35;21;59;23;22;61;37;21;22;22;23;35;37;46;51;55;59;61;85
2;29;34;25;33;13;20;26;9;16;51;40;33;67;44;47;38;29;45;9;16;26;29;33;38;40;44;45;47;51;67
44;17;43;27;21;6;29;53;48;53;30;18;38;64;46;64;28;17;44;17;18;28;30;38;44;46;48;53;53;64;64
14;17;13;9;40;24;43;35;33;38;56;32;44;41;35;50;39;20;47;20;32;33;35;35;38;39;41;44;47;50;56
37;36;9;4;13;45;27;31;71;61;31;69;50;22;52;29;-3;30;19;-3;19;22;29;30;31;31;50;52;61;69;71
35;36;30;1;2;0;43;32;29;71;29;17;78;12;25;71;3;-13;32;-13;3;12;17;25;29;29;32;32;71;71;78
46;41;44;48;36;16;42;82;53;74;60;39;73;79;50;82;74;47;90;39;47;50;53;60;73;74;74;79;82;82;90
30;3;43;4;11;28;16;36;47;36;6;11;3;41;53;43;-5;13;3;-5;3;3;6;11;13;36;36;41;43;47;53
27;36;35;23;5;27;13;27;45;23;36;51;42;38;62;48;8;33;18;8;18;23;27;33;36;38;42;45;48;51;62
17;20;45;46;9;30;19;25;41;30;22;31;19;37;55;56;41;63;52;19;22;25;30;31;37;41;41;52;55;56;63
4;13;7;24;20;42;8;13;46;-6;29;41;8;24;29;12;33;66;27;-6;8;12;13;24;27;29;29;33;41;46;66
28;48;13;17;4;33;42;18;53;61;45;70;86;6;26;41;7;42;56;6;7;18;26;41;42;45;53;56;61;70;86
14;5;48;36;39;9;21;50;23;15;38;13;13;72;57;65;58;39;48;13;13;15;23;38;39;48;50;57;58;65;72
49;43;46;7;13;21;42;43;52;74;56;58;69;46;48;86;3;18;42;3;18;42;43;46;48;52;56;58;69;74;86
1;26;1;20;15;22;11;0;22;-1;33;41;37;9;16;-6;31;35;23;-6;-1;0;9;16;22;23;31;33;35;37;41
24;35;11;7;47;21;19;70;36;23;73;56;42;47;24;17;43;26;14;14;17;23;24;26;36;42;43;47;56;70;73
40;9;31;40;38;42;12;72;70;48;44;49;8;52;68;34;74;69;35;8;34;35;44;48;49;52;68;69;70;72;74
19;31;35;20;31;7;23;45;23;27;60;28;44;50;32;53;32;17;25;17;23;25;27;28;32;32;44;45;50;53;60
46;43;39;31;31;45;40;60;83;70;70;79;67;57;72;66;59;56;55;55;56;57;59;60;66;67;70;70;72;79;83
34;40;17;21;21;14;31;48;46;59;42;34;52;29;22;43;41;23;44;22;23;29;34;41;42;43;44;46;48;52;59
11;33;30;43;41;34;10;36;36;20;65;49;24;67;45;32;82;65;40;20;24;32;36;36;40;45;49;65;65;67;82
43;16;7;10;0;16;20;37;56;52;10;12;22;-7;9;22;8;22;18;-7;8;9;10;12;18;22;22;22;37;52;56
43;16;9;40;36;37;9;68;80;44;39;47;16;39;31;16;60;58;41;16;16;31;39;39;41;44;47;58;60;68;80
20;10;34;3;39;23;30;58;32;36;48;29;28;55;53;49;39;11;20;11;20;28;29;32;36;39;48;49;53;55;58
15;49;18;26;39;22;20;35;31;17;70;69;55;38;39;22;63;42;27;17;22;27;31;35;38;39;42;55;63;69;70
20;24;23;32;13;8;13;31;9;14;32;21;32;32;12;18;30;21;29;9;12;14;18;21;21;29;30;31;32;32;32
40;7;13;30;31;40;41;68;68;63;30;37;41;38;40;46;41;65;71;30;37;38;40;41;41;46;63;65;68;68;71
49;4;16;1;2;24;24;51;61;70;-2;21;25;1;31;30;-9;17;8;-9;-2;1;8;17;21;25;30;31;51;61;70
34;11;15;2;12;47;7;31;63;41;12;49;10;14;59;4;5;36;9;4;5;9;10;12;14;31;36;41;49;59;63
32;31;16;36;33;42;3;51;71;30;46;53;17;31;51;3;55;67;39;3;17;30;31;39;46;51;51;53;55;67;71
43;26;24;13;39;36;31;76;69;71;46;51;38;60;49;45;36;45;43;36;38;43;45;45;46;49;51;60;69;71;76
36;7;28;32;42;32;30;59;67;53;36;25;33;54;53;47;70;44;52;25;33;36;44;47;52;53;53;54;59;67;70
29;40;20;11;1;9;4;23;20;27;29;37;41;17;27;18;10;5;-3;-3;5;10;17;18;20;23;27;27;29;37;41
16;28;0;42;0;0;3;-3;2;8;25;17;12;-2;-8;-12;23;42;45;-12;-8;-3;-2;2;8;12;17;23;25;42;45
49;1;21;43;7;24;36;38;72;66;8;22;19;11;34;39;49;50;70;8;11;19;22;34;38;39;49;50;66;70;72
46;12;31;8;26;30;31;70;68;76;35;34;42;50;42;49;32;28;21;21;28;32;34;35;42;42;49;50;68;70;76
36;48;12;3;4;21;7;25;48;27;48;49;35;10;17;17;-5;18;-4;-5;-4;10;17;17;18;25;27;35;48;48;49
48;39;49;49;31;14;36;65;42;78;65;48;69;69;61;74;62;54;74;42;48;54;61;62;65;65;69;69;74;74;78
29;37;36;32;41;6;24;65;31;37;71;31;50;64;40;46;62;25;46;25;31;31;37;40;46;46;50;62;64;65;71
13;48;33;44;1;13;34;1;26;33;41;44;64;21;43;59;39;50;59;1;21;26;33;39;41;43;44;50;59;59;64
36;35;35;41;29;38;30;49;57;57;57;59;63;55;67;60;68;70;56;49;55;56;57;57;57;59;60;63;67;68;70
4;20;33;19;36;30;13;35;22;9;51;44;18;49;52;26;52;30;15;9;15;18;22;26;30;35;44;49;51;52;52
10;29;4;25;8;46;1;7;54;3;35;72;25;-8;35;-7;17;64;12;-8;-7;3;7;12;17;25;35;35;54;64;72
40;32;26;21;48;48;1;80;68;28;60;69;29;67;59;24;67;66;13;13;24;28;29;59;60;66;67;67;68;69;80
16;21;13;34;34;14;24;43;20;29;36;33;31;42;26;23;58;48;46;20;23;26;29;31;33;36;42;43;46;48;58
